"X"	"Id"	"Start"	"End"	"tmp_pos"	"Exp"
"134"	1159	"SMa2127"	1201707	1203258	147518.5	433.894004124053
"135"	1158	"SMa2125"	1200659	1201739	148802	265.297600031479
"136"	1157	"SMa2123"	1199734	1200667	149800.5	263.32877496057
"137"	1156	"SMa2121"	1198463	1199327	151106	242.308368923084
"138"	1155	"SMa2119"	1197521	1198448	152016.5	225.711905301776
"139"	1154	"SMa2117"	1195712	1197479	153405.5	786.672375890442
"140"	1153	"SMa2115"	1195053	1195701	154624	260.384681522317
"141"	1152	"SMa2113"	1193877	1195005	155560	173.557601684032
"142"	1151	"SMa2111"	1191762	1193313	157463.5	460.825356258422
"143"	1150	"SMa2109"	1190052	1190955	159497.5	648.505244521392
"144"	1149	"SMa2107"	1189052	1189958	160496	3770.38927816517
"145"	1148	"SMa2105"	1187703	1188924	161687.5	2250.11668184787
"146"	1147	"SMa2103"	1185924	1187247	163415.5	125.679642594035
"147"	1146	"SMa2101"	1184497	1185799	164853	176.549974101349
"148"	1145	"SMa2099"	1183831	1184482	165844.5	215.754027141988
"149"	1144	"SMa2097"	1182562	1183813	166813.5	74.8093110523114
"150"	1143	"SMa2095"	1181687	1182566	167874.5	54.0421037200561
"151"	1142	"SMa2093"	1180656	1181691	168827.5	49.1291851810744
"152"	1141	"SMa2091"	1179759	1180647	169798	50.870331541724
"153"	1140	"SMa2089"	1179415	1179769	170409	38.9008417692249
"154"	1139	"SMa2087"	1178361	1179402	171119.5	74.8093110523114
"155"	1138	"SMa2085"	1177078	1178065	172429.5	38.9008417692249
"156"	1137	"SMa2083"	1176080	1177079	173421.5	32.916096869211
"157"	1136	"SMa2081"	1175079	1176078	174422.5	20.9466071001529
"158"	1135	"SMa2079"	1174157	1175102	175371.5	44.885586638269
"159"	1134	"SMa2077"	1173081	1174143	176389	239.389795415572
"160"	1133	"SMa2075"	1170763	1172395	178422	278.82058889646
"161"	1132	"SMa2073"	1169452	1170676	179937	235.669783494056
"162"	1131	"SMa2071"	1168554	1168746	181351	14.9618622139034
"163"	1130	"SMa2069"	1166976	1168002	182512	1031.71288901131
"164"	1129	"SMa2067"	1165851	1166895	183628	466.727259414039
"165"	1128	"SMa2065"	1165102	1165492	184704	78.6066962956832
"166"	1127	"SMa2063"	1164047	1165091	185432	152.300474112025
"167"	1126	"SMa2061"	1162595	1164041	186683	323.176223823066
"168"	1125	"SMa2059"	1161898	1162480	187812	56.427976325444
"169"	1124	"SMa2057"	1161473	1161689	188420	39.3033481627518
"170"	1123	"SMa2055"	1161207	1161459	188668	63.8679407383788
"171"	1122	"SMa2053"	1160821	1161133	189024	43.1508054348963
"172"	1121	"SMa2051"	1159790	1160825	189693.5	103.171288901131
"173"	1120	"SMa2049"	1158528	1159611	190931.5	143.633877235579
"174"	1119	"SMa2047"	1157276	1158278	192224	0
"175"	1118	"SMa2045"	1156612	1157086	193152	4.91291851810744
"176"	1117	"SMa2043"	1156136	1156547	193659.5	0
"177"	1116	"SMa2041"	1154628	1155489	194942.5	5625.29170536518
"178"	1115	"SMa5011"	1154152	1154629	195610.5	3943.31975894422
"179"	1114	"SMa2037"	1151897	1154150	196977.5	13914.4751033018
"180"	1113	"SMa2034"	1151642	1151888	198236	1135.1981119704
"181"	1112	"SMa2033"	1149914	1150712	199688	383.023672582329
"182"	1111	"SMa2032"	1149082	1149382	200769	46.4700981656565
"183"	1110	"SMa2031"	1148873	1149245	200942	66.3858545177246
"184"	1109	"SMa2029"	1148212	1148863	201463.5	169.283928976332
"185"	1108	"SMa2027"	1147164	1148058	202390	496.733825541509
"186"	1107	"SMa2025"	1145208	1146840	203977	265.297600031479
"187"	1106	"SMa2023"	1144229	1145021	205376	338.138086012881
"188"	1105	"SMa2020"	1143617	1144085	206150	574.81146673487
"189"	1104	"SMa2019"	1143192	1143603	206603.5	251.359285188071
"190"	1103	"SMa2015"	1141885	1142407	207855	201.4296592931
"191"	1102	"SMa2014"	1141503	1141941	208279	83.5196148346649
"192"	1101	"SMa2012"	1139045	1140725	210116	649.344820166681
"193"	1100	"SMa2011"	1138650	1138977	211187.5	152.300474112025
"194"	1099	"SMa2009"	1138204	1138654	211572	140.641504818262
"195"	1098	"SMa2008"	1137544	1138150	212154	371.760785195279
"196"	1097	"SMa2004"	1136006	1137080	213458	345.206443349198
"197"	1096	"SMa2002"	1135284	1135947	214385.5	524.448250485317
"198"	1095	"SMa2000"	1133957	1135034	215505.5	383.207644489914
"199"	1094	"SMa1998"	1132403	1133897	216851	251.359285188071
"200"	1093	"SMa1996"	1131415	1132387	218100	86.7788008248105
"201"	1092	"SMa1995"	1130462	1131413	219063.5	104.733035500765
"202"	1091	"SMa1993"	1129776	1130433	219896.5	186.690903735795
"203"	1090	"SMa1990"	1129047	1129404	220775.5	1645.80484328849
"204"	1089	"SMa1987"	1127615	1128455	221966	481.297444985434
"205"	1088	"SMa1985"	1126438	1127479	223042.5	162.645343514811
"206"	1087	"SMa1979"	1124992	1125865	224572.5	325.290686964637
"207"	1086	"SMa1978"	1124197	1124902	225451.5	179.542346553076
"208"	1085	"SMa1976"	1123379	1124171	226226	280.036355588783
"209"	1084	"SMa1974"	1122482	1123199	227160.5	284.949274127765
"210"	1083	"SMa1973"	1122123	1122483	227698	68.7808592773605
"211"	1082	"SMa1971"	1121813	1122110	228039.5	49.1291851810744
"212"	1081	"SMa1969"	1120844	1121684	228737	140.641504818262
"213"	1080	"SMa1968"	1120075	1120768	229579.5	96.2594890295801
"214"	1079	"SMa1967"	1119542	1119881	230289.5	41.8932141865415
"215"	1078	"SMa1966"	1118217	1119327	231229	1204.90325931636
"216"	1077	"SMa1965"	1117693	1118170	232069.5	88.4325333438262
"217"	1076	"SMa1963"	1116745	1117555	232851	599.376059429779
"218"	1075	"SMa1961"	1115364	1116459	234089.5	638.679407383788
"219"	1074	"SMa1960"	1114843	1115299	234930	589.497371132131
"220"	1073	"SMa1959"	1113512	1114751	235869.5	260.336402508843
"221"	1072	"SMa1957"	1112317	1113208	237238.5	299.237244278067
"222"	1071	"SMa1956"	1111324	1112239	238219.5	869.586577880958
"223"	1070	"SMa1954"	1109859	1110843	239650	321.971394331356
"224"	1069	"SMa1953"	1108752	1109757	240746.5	89.6209035680596
"225"	1068	"SMa1952"	1107686	1108532	241892	437.249748299431
"226"	1067	"SMa1951"	1107298	1107562	242571	34.3904296237701
"227"	1066	"SMa1948"	1105814	1106531	243828.5	424.916886975336
"228"	1065	"SMa1945"	1104179	1105040	245391.5	165.964636245572
"229"	1064	"SMa1943"	1103711	1104167	246062	1075.45084281672
"230"	1063	"SMa1939"	1101630	1103166	247603	584.195519639001
"231"	1062	"SMa1937"	1100216	1101455	249165.5	191.603822244957
"232"	1061	"SMa1935"	1099581	1100220	250100.5	152.300474112025
"233"	1060	"SMa1933"	1098785	1099427	250895	732.024859445518
"234"	1059	"SMa1929"	1097611	1098121	252135	212.434734411228
"235"	1058	"SMa1927"	1096026	1097019	253478.5	2011.49139126643
"236"	1057	"SMa1924"	1095015	1095690	254648.5	1436.33877235579
"237"	1056	"SMa1921"	1093538	1093883	256290.5	807.940559557664
"238"	1055	"SMa1919"	1092556	1092790	257328	62.8398212798123
"239"	1054	"SMa1918"	1092278	1092560	257582	79.6630254082722
"240"	1053	"SMa1917"	1091548	1091971	258241.5	86.3016108372994
"241"	1052	"SMa1916"	1089429	1091208	259682.5	255.471763013156
"242"	1051	"SMa1913"	1087881	1089270	261425.5	188.519463873848
"243"	1050	"SMa1910"	1087263	1087539	262600	32.916096869211
"244"	1049	"SMa1907"	1085809	1086190	264001.5	275.123437079622
"245"	1048	"SMa1905"	1082805	1085151	266023	2146.94539294674
"246"	1047	"SMa1903"	1080813	1081800	268694.5	232.350490763296
"247"	1046	"SMa1902"	1080264	1080747	269495.5	189.1996853284
"248"	1045	"SMa1900"	1079607	1080165	270115	14.9618622139034
"249"	1044	"SMa1898"	1078035	1079262	271352.5	299.237244278067
"250"	1043	"SMa1896"	1077323	1077830	272424.5	554.321885062159
"251"	1042	"SMa1894"	1076879	1077323	272900	391.676541579841
"252"	1041	"SMa1893"	1075894	1076770	273669	288.77846708874
"253"	1040	"SMa1891"	1075519	1075816	274333.5	29.9237244278067
"254"	1039	"SMa1890"	1074957	1075602	274721.5	131.66438746308
"255"	1038	"SMa1887"	1074258	1074861	275441.5	195.83827078992
"256"	1037	"SMa1885"	1073044	1074193	276382.5	152.300474112025
"257"	1036	"SMa1884"	1069937	1073048	278508.5	471.64017783374
"258"	1035	"SMa1882"	1069238	1069898	280433	39.3033481627518
"259"	1034	"SMa1881"	1068557	1069151	281147	715.177013622933
"260"	1033	"SMa1878"	1067875	1068031	282048	13.2771709002956
"261"	1032	"SMa1875"	1065693	1067211	283549	381.71866338756
"262"	1031	"SMa1874"	1064741	1065083	285089	38.9008417692249
"263"	1030	"SMa1872"	1063480	1064452	286035	293.252499374612
"264"	0	"SMa0002"	1352	4457	286223.5	8435.49791430406
"265"	1029	"SMa1871"	1062482	1063475	287022.5	89.7711732765381
"266"	1	"SMa0005"	4453	5446	288268.5	1783.45397565503
"267"	1028	"SMa1869"	1060922	1062248	288416	137.649132366535
"268"	2	"SMa0007"	5423	6110	289085.5	769.039717891672
"269"	1027	"SMa1867"	1060210	1060687	289552.5	323.176223823066
"270"	3	"SMa0009"	6148	7069	289927.5	1591.78560018887
"271"	1026	"SMa1864"	1058446	1060102	290727	312.013516171568
"272"	4	"SMa0011"	7073	8474	291092.5	1756.52262386477
"273"	1025	"SMa1863"	1057583	1058447	291986	69.7051472159916
"274"	5	"SMa0013"	8382	9255	292137.5	733.563692198278
"275"	1024	"SMa1862"	1056636	1057587	292889.5	147.387555573044
"276"	6	"SMa0015"	9251	11252	293570.5	1251.37335722207
"277"	1023	"SMa1860"	1054934	1056545	294261.5	343.904296237701
"278"	7	"SMa0017"	11505	12063	295103	906.688850258206
"279"	1022	"SMa1857"	1054004	1054865	295566.5	195.83827078992
"280"	8	"SMa5000"	12258	12546	295721	159.326050816544
"281"	9	"SMa0018"	12753	13161	296276	0
"282"	1021	"SMa1855"	1052535	1053912	296777.5	65.8321937315398
"283"	10	"SMa0020"	13226	13700	296782	3.31929272426157
"284"	1020	"SMa1853"	1051669	1052521	297906	29.4775111146087
"285"	11	"SMa0021"	14449	15094	298090.5	790.979881674736
"286"	1019	"SMa1851"	1050699	1051368	298967.5	222.392612571016
"287"	12	"SMa0022"	15715	15807	299080	309.513866703392
"288"	13	"SMa5014"	15825	16209	299336	511.171079562276
"289"	1018	"SMa1850"	1049405	1050683	299957	257.344030057115
"290"	14	"SMa0025"	16250	17318	300103	2377.85256344391
"291"	15	"SMa0026"	17423	17852	300956.5	157.213392621187
"292"	1017	"SMa1848"	1047687	1049142	301586.5	65.8321937315398
"293"	16	"SMa0028"	17864	18914	301708	1028.980744911
"294"	17	"SMa0031"	19208	19436	302641	451.988503856735
"295"	1016	"SMa1846"	1046609	1047653	302870	131.66438746308
"296"	18	"SMa0034"	19452	21108	303599	2982.14154010057
"297"	1015	"SMa1844"	1045136	1046600	304133	49.1291851810744
"298"	1014	"SMa1840"	1044450	1044804	305374	125.679642594035
"299"	19	"SMa0036"	21428	23051	305558.5	4756.54647635581
"300"	1013	"SMa1838"	1043437	1044361	306102	122.822962997417
"301"	1012	"SMa1836"	1042301	1043426	307137.5	242.308368923084
"302"	20	"SMa0039"	23397	24297	307166	122.822962997417
"303"	21	"SMa0041"	24398	25388	308212	1643.04989880192
"304"	1011	"SMa1835"	1041082	1041991	308464.5	282.13988162722
"305"	22	"SMa0044"	25416	25683	308868.5	1694.95688909
"306"	23	"SMa0045"	25847	26597	309541	3915.59606071787
"307"	1010	"SMa1833"	1039507	1040893	309801	510.943526085953
"308"	24	"SMa5015"	26905	27154	310348.5	92.7635457282656
"309"	25	"SMa0050"	27294	27516	310724	9.82583703919692
"310"	1009	"SMa1832"	1039012	1039465	310762.5	29.4775111146087
"311"	26	"SMa0052"	27506	27713	310928.5	14.7387555573044
"312"	1008	"SMa1831"	1038346	1038949	311353.5	50.870331541724
"313"	27	"SMa0056"	28294	29428	312180	205.796148949708
"314"	1007	"SMa1828"	1036362	1037514	313063	159.326050816544
"315"	28	"SMa0058"	29491	30688	313408.5	368.468888932609
"316"	1006	"SMa1825"	1035457	1036366	314089.5	407.772237184822
"317"	29	"SMa0059"	30702	31488	314414	203.481326098074
"318"	1005	"SMa1823"	1034404	1035313	315142.5	529.649922441689
"319"	30	"SMa0060"	31487	32423	315274	258.904832544392
"320"	1004	"SMa1822"	1033277	1034189	316268	280.036355588783
"321"	31	"SMa0062"	32633	33323	316297	418.932141865415
"322"	32	"SMa0063"	33452	34187	317138.5	381.71866338756
"323"	1003	"SMa1821"	1032401	1033052	317274.5	1174.18752616465
"324"	1002	"SMa1820"	1032025	1032334	317821.5	142.474637063882
"325"	33	"SMa0064"	34189	35392	318109.5	753.479448582839
"326"	1001	"SMa1819"	1030040	1032026	318968	899.064088995566
"327"	34	"SMa0065"	35454	36147	319119.5	417.598074024223
"328"	35	"SMa0067"	36204	37167	320004.5	348.525736079958
"329"	1000	"SMa1817"	1029568	1030027	320203.5	142.729587162743
"330"	36	"SMa0070"	37352	38336	321163	155.603367008078
"331"	999	"SMa1814"	1027979	1029572	321225.5	422.510992742126
"332"	37	"SMa0072"	38332	39064	322017	242.382167867299
"333"	998	"SMa1811"	1026983	1027958	322530.5	442.162666719131
"334"	38	"SMa0074"	39071	39830	322769.5	176.865066687652
"335"	997	"SMa1809"	1026067	1026898	323518.5	903.977007415266
"336"	39	"SMa0077"	39829	40717	323592	131.66438746308
"337"	996	"SMa1808"	1025645	1026050	324153.5	206.342577802261
"338"	40	"SMa0078"	40958	41981	324788.5	1248.05406449131
"339"	995	"SMa1803"	1024492	1024900	325305	0
"340"	41	"SMa0079"	42105	42774	325758.5	146.626249687306
"341"	42	"SMa0081"	42784	43441	326431.5	185.527091456531
"342"	994	"SMa1801"	1022638	1023898	326733	0
"343"	43	"SMa0082"	43470	44286	327197	819.865303198044
"344"	993	"SMa1799"	1022069	1022585	327674	0
"345"	44	"SMa0083"	44301	45081	328010	532.642294824595
"346"	45	"SMa0085"	45098	46052	328894	580.520253983413
"347"	992	"SMa1798"	1019528	1021430	329522	472.794845790045
"348"	46	"SMa0087"	46068	46401	329553.5	224.427933191345
"349"	47	"SMa0089"	46683	47100	330210.5	1031.71288901131
"350"	48	"SMa0091"	47224	47920	330891	304.600948283691
"351"	991	"SMa1797"	1018586	1018913	331251.5	106.217367189367
"352"	49	"SMa0093"	48181	49033	331926	1842.2074623226
"353"	990	"SMa1793"	1016939	1017362	332850.5	778.016835040389
"354"	50	"SMa0095"	49083	50121	332921	2058.7522403881
"355"	989	"SMa5032"	1016373	1016556	333536.5	26.9313519829614
"356"	51	"SMa0097"	50137	51079	333927	965.914183026561
"357"	52	"SMa0101"	51261	52887	335393	6717.87613210528
"358"	988	"SMa1789"	1012464	1015821	335858.5	541.044714139118
"359"	53	"SMa0104"	52943	54536	337058.5	4285.20690663827
"360"	987	"SMa1787"	1011512	1011938	338276	652.337192549586
"361"	54	"SMa0105"	54623	55559	338410	491.255323177715
"362"	986	"SMa1784"	1011128	1011473	338700.5	227.420305643073
"363"	985	"SMa1783"	1010872	1011049	339040.5	104.733035500765
"364"	55	"SMa0106"	55564	56386	339294	412.947397099604
"365"	984	"SMa1782"	1009853	1010747	339701	490.749080431588
"366"	56	"SMa0108"	56382	57297	340158.5	661.314309698304
"367"	983	"SMa1780"	1009318	1009762	340461	1553.04129769787
"368"	982	"SMa1779"	1008863	1009310	340914.5	660.539252446486
"369"	57	"SMa0110"	57293	58256	341093.5	726.925106736758
"370"	58	"SMa5001"	58297	58612	341773.5	69.7051472159916
"371"	59	"SMa0112"	58802	59234	342337	80.7940559557664
"372"	981	"SMa1776"	1006785	1008156	342530.5	424.869468887443
"373"	980	"SMa1770"	1005926	1006100	343988	76.343732677512
"374"	60	"SMa0113"	59702	62264	344302	1233.14254839387
"375"	979	"SMa1769"	1005520	1005829	344326.5	732.024859445518
"376"	978	"SMa1767"	1005036	1005204	344881	196.516740783938
"377"	61	"SMa0114"	62291	62654	345791.5	251.359285188071
"378"	977	"SMa1766"	1003998	1004250	345877	1457.28537972434
"379"	976	"SMa1765"	1003485	1003971	346273	3114.79034011631
"380"	62	"SMa0116"	63199	64117	346977	353.730133375305
"381"	975	"SMa1761"	1001790	1003107	347552.5	1675.305215113
"382"	63	"SMa0117"	64113	64452	347601.5	116.702525273264
"383"	64	"SMa0118"	64678	65206	348261	846.841401223656
"384"	974	"SMa1760"	1000540	1001788	348837	1062.17367189367
"385"	65	"SMa0121"	65490	65658	348893	56.427976325444
"386"	66	"SMa0123"	65728	66112	349239	89.7711732765381
"387"	973	"SMa1759"	999886	1000567	349774.5	196.516740783938
"388"	67	"SMa0124"	66191	67826	350327.5	691.238034215579
"389"	972	"SMa1757"	999070	999841	350545.5	810.63155565174
"390"	68	"SMa0125"	67873	68191	351351	289.862192636926
"391"	971	"SMa1755"	997812	998865	351662.5	2412.24299297822
"392"	69	"SMa0126"	68804	69014	352228	776.241126117431
"393"	70	"SMa0128"	69134	69515	352643.5	527.767543216077
"394"	970	"SMa1754"	996634	997714	352827	1145.15599016268
"395"	71	"SMa0130"	69600	70668	353453	506.030607368049
"396"	969	"SMa1753"	995459	996638	353952.5	770.075912236641
"397"	72	"SMa0132"	70667	70955	354130	191.603822244957
"398"	73	"SMa0134"	71065	71671	354687	189.1996853284
"399"	968	"SMa1751"	994673	995456	354936.5	319.339703840996
"400"	74	"SMa5002"	71711	72026	355187.5	68.7808592773605
"401"	967	"SMa1750"	992911	994291	356400	6254.05840415217
"402"	75	"SMa0136"	72273	74286	356598.5	236.397422963844
"403"	966	"SMa1749"	991459	992359	358092	560.072711177566
"404"	76	"SMa0137"	74377	76579	358797	1807.95401512874
"405"	965	"SMa1747"	989275	991420	359653.5	305.374930710048
"406"	77	"SMa0139"	76654	76975	360133.5	468.020274387326
"407"	78	"SMa0142"	77421	78822	361440.5	1125.24023377812
"408"	964	"SMa1746"	987981	988983	361519	176.865066687652
"409"	963	"SMa1745"	986938	988039	362512.5	116.175245381648
"410"	79	"SMa0143"	78964	79507	362554.5	496.733825541509
"411"	80	"SMa0144"	79503	80289	363215	1118.6016483166
"412"	962	"SMa1742"	985904	986942	363578	95.7559181799931
"413"	81	"SMa0146"	80294	80819	363875.5	344.122830916336
"414"	961	"SMa1741"	985062	985905	364517.5	116.175245381648
"415"	82	"SMa0148"	80959	81673	364635	39.3033481627518
"416"	83	"SMa0149"	81857	82340	365417.5	510.943526085953
"417"	960	"SMa1740"	983995	985066	365470.5	225.711905301776
