gene_name,dN,dS,omega,midpoint,tmp_pos
b1687,0.0098,0.2223,0.0442,1767160,3339866
b1722,0.0037,0.1457,0.02539,1805704,3378410
b1724,0.0095,0.07,0.1353,1807545,3380251
b1726,0.0095,0.1569,0.06075,1808965,3381671
b1739,0.0046,0.0181,0.25497,1822087,3394793
b1749,0.0175,0.3063,0.05708,1832831,3405537
b1750,0.0375,0.1624,0.23092,1833676.5,3406382.5
b1758,0.0282,0.467,0.06033,1841093,3413799
b1759,0.0454,0.1275,0.3562,1841675.5,3414381.5
b1763,0.0085,0.3093,0.0276,1846021.5,3418727.5
b1772,0.0282,0.1157,0.244,1856640.5,3429346.5
b1781,0.0348,0.2101,0.16566,1865209,3437915
b1783,0,0.2104,0,1867875,3440581
b1784,0.0033,0.2329,0.01401,1869596.5,3442302.5
b1785,0.0056,0.1152,0.049,1871188.5,3443894.5
b1792,0.0164,0.1258,0.13069,1877082.5,3449788.5
b1807,0.0146,0.3965,0.0369,1890919.5,3463625.5
b1816,0.0009,0.1154,0.00815,1900799.5,3473505.5
b1817,0.0044,0.0781,0.05583,1902533.5,3475239.5
b1820,0.0069,0.0789,0.08702,1905030,3477736
b1836,0,0.1269,0,1921898,3494604
b1838,0.0337,0.1313,0.25691,1922641,3495347
b1841,0.0246,0.0928,0.26535,1924782,3497488
b1844,0.0021,0.081,0.0254,1926448,3499154
b1847,0.008,0.1062,0.07506,1930212,3502918
b1873,0.0338,0.3124,0.10834,1957582,3530288
b1875,0.0188,0.1871,0.10066,1959563,3532269
b1901,0.0111,0.2762,0.04007,1985633.5,3558339.5
b1912,0,0.1158,0,1992543,3565249
b1926,0.0326,0.1737,0.18778,2005897,3578603
b1945,0.0014,0.1567,0.00896,2020586,3593292
b1973,0.0142,0.1835,0.07749,2041700,3614406
b1987,0.0192,0.1656,0.11564,2060439,3633145
b2009,0.0255,0.1237,0.20625,2081025.5,3653731.5
b2025,0.0136,0.2755,0.04945,2096238,3668944
b2043,0.045,0.5487,0.08192,2115199,3687905
b2048,0.0177,0.3855,0.04581,2122294,3695000
b2056,0.0106,0.1551,0.06825,2130256,3702962
b2065,0.0074,0.1529,0.04844,2141924.5,3714630.5
b2069,0.0188,0.2762,0.06816,2148350,3721056
b2077,0.0161,0.3921,0.04118,2162168.5,3734874.5
b2078,0.0212,0.5151,0.04125,2163577.5,3736283.5
b2080,0.0131,0.1739,0.0751,2165355,3738061
b2098,0.0077,0.1905,0.04055,2179456.5,3752162.5
b2104,0.0574,0.2597,0.22118,2184910,3757616
b2109,0.056,0.7695,0.07273,2189670,3762376
b2114,0.0069,0.3741,0.01839,2195316.5,3768022.5
b2133,0.0154,0.2786,0.05525,2223042.5,3795748.5
b2164,0.0165,0.7069,0.02329,2256710,3829416
b2172,0.0236,0.1893,0.12473,2266978,3839684
b2177,0.0168,0.1785,0.09424,2273271,3845977
b2196,0.0045,0.2907,0.01554,2293931,3866637
b2198,0,0.1066,0,2295481.5,3868187.5
b2213,0.0219,0.2515,0.08719,2309874.5,3882580.5
b2216,0.0054,0.0973,0.05569,2314824,3887530
b2229,0.0458,0.27,0.1695,2334686.5,3907392.5
b2297,0.0027,0.1252,0.02117,2415819,3988525
b2308,0.0042,0.2513,0.01656,2425576,3998282
b2324,0.0495,0.3131,0.15796,2442767,4015473
b2325,0.0051,0.1712,0.02955,2444030,4016736
b2326,0.0212,0.3717,0.05695,2444475.5,4017181.5
b2327,0.0018,0.4757,0.00385,2445155.5,4017861.5
b2328,0.0181,0.2014,0.08973,2445972,4018678
b2367,0.0037,0.2063,0.01817,2481405.5,4054111.5
b2374,0.0033,0.1147,0.0289,2492629,4065335
b2381,0,0.1234,0,2500573,4073279
b2382,0.0118,0.2739,0.04319,2501558.5,4074264.5
b2386,0.0067,0.3379,0.01983,2507270.5,4079976.5
b2412,0.0071,0.1188,0.05983,2530549.5,4103255.5
b2428,0.0277,0.4859,0.05706,2546221,4118927
b2463,0.0025,0.2674,0.00921,2577237.5,4149943.5
b2467,0.0201,0.1556,0.12886,2583190.5,4155896.5
b2476,0.002,0.1372,0.01486,2597261.5,4169967.5
b2477,0.006,0.0374,0.16154,2598393,4171099
b2493,0.0056,0.3107,0.01796,2615350.5,4188056.5
b2496,0,0.0846,0,2618425.5,4191131.5
b2501,0.0007,0.128,0.00557,2624077,4196783
b2502,0.0009,0.1745,0.00523,2625885.5,4198591.5
b2505,0.0028,0.1132,0.02466,2630052.5,4202758.5
b2514,0.0023,0.1195,0.01888,2639938,4212644
b2515,0.0013,0.1703,0.00744,2641245,4213951
b2516,0.1097,0.1884,0.420496666666667,2642319.5,4215025.5
b2518,0.0034,0.1245,0.027,2644648.5,4217354.5
b2544,0.0306,0.2695,0.11339,2674252,4246958
b2548,0.0128,0.2643,0.04845,2678875.5,4251581.5
b2549,0.0322,0.2715,0.1185,2681104.5,4253810.5
b2573,0,0.0101,0,2709721.5,4282427.5
b2576,0.0011,0.279,0.0038,2713563,4286269
b2605,0.0196,0.125,0.15696,2743866,4316572
b2606,0,0,0,2744356.5,4317062.5
b2607,0,0.0427,0,2744955.5,4317661.5
b2608,0,0.0685,0,2745644,4318350
b2609,0,0.0001,0,2746061,4318767
b2610,0.001,0.2584,0.00394,2747114.5,4319820.5
b2611,0.0018,0.1441,0.01282,2748357.5,4321063.5
b2614,0.0023,0.1857,0.01244,2750411.5,4323117.5
b2615,0.0063,0.2321,0.02705,2751270,4323976
b2616,0.012,0.1666,0.07183,2752625.5,4325331.5
b2687,0.0119,0.0789,0.15052,2814475.5,4387181.5
b2688,0.0055,0.2031,0.02726,2815661,4388367
b2689,0.0068,0.0759,0.08964,2816723,4389429
b2704,0.0228,0.1145,0.19887,2827547.5,4400253.5
b2710,0.003,0.2091,0.01457,2832900,4405606
b2749,0.0438,0.41,0.10672,2873175.5,4445881.5
b2751,0.0062,0.2927,0.02112,2874707,4447413
b2764,0.0196,0.2992,0.06549,2891000,4463706
b2768,0.0099,0.3627,0.0274,2894483.5,4467189.5
b2776,0.0226,0.4112,0.05504,2902635,4475341
b2777,0.0045,0.3419,0.01312,2905063,4477769
b2778,0.6433,12.8978,0.04988,2906007.5,4478713.5
b2779,0,0.1023,0,2907301,4480007
b2785,0.0205,0.1191,0.17209,2914349.5,4487055.5
b2789,0.0031,0.1985,0.01558,2921424,4494130
b2793,0.0059,0.0897,0.06564,2925007.5,4497713.5
b2800,0.0068,0.1083,0.06325,2933364.5,4506070.5
b2817,0,0.1915,0,2948383.5,4521089.5
b2818,0.0011,0.1002,0.01105,2949907.5,4522613.5
b2819,0.0129,0.2951,0.04382,2951546.5,4524252.5
b2828,0,0.1546,0,2965599.5,4538305.5
b2831,0.0066,0.2371,0.02797,2970006.5,4542712.5
b2886,0.0392,0.205,0.19098,3028721.5,4601427.5
b2891,0.0034,0.1392,0.02422,3035624.5,4608330.5
b2906,0.021,0.2147,0.09756,3051716,4624422
b2916,0.0017,0.2428,0.00691,3060199.5,4632905.5
b2928,0.1452,0.7879,0.18423,3074344.5,4647050.5
b2933,0.008,0.3041,0.02644,3078165,4650871
b2950,0.0254,0.4302,0.05897,3094590,4667296
b2954,0.0309,0.1857,0.16644,3096973,4669679
b2987,0.0175,0.3772,0.04634,3135792.5,4708498.5
b2988,0.0053,0.2815,0.01873,3137592.5,4710298.5
b2989,0.0144,0.4626,0.03109,3139160,4711866
b3005,0,0.101,0,3151105.5,4723811.5
b3018,0.0059,0.1743,0.03379,3163112.5,4735818.5
b3029,0.009,0.2857,0.03151,3173297.5,4746003.5
b3050,0.0302,0.2554,0.11834,3192515,4765221
b3052,0.0042,0.3182,0.01308,3196036.5,4768742.5
b3055,0.0047,0.1598,0.02925,3201517,4774223
b3060,0.0046,0.2389,0.01915,3205790,4778496
b3061,0.0095,0.3733,0.02541,3206915.5,4779621.5
b3074,0.0138,0.1276,0.10827,3221081,4793787
b3076,0.0135,0.2314,0.05829,3224176,4796882
b3080,0.0224,0.3497,0.06394,3230063.5,4802769.5
b3086,0.0816,0.705,0.11574,3236895,4809601
b3087,0.0187,0.4293,0.04358,3237802.5,4810508.5
b3089,0.0086,0.2154,0.03972,3240566,4813272
b3098,0,0.1131,0,3249527.5,4822233.5
b3106,0.0278,0.1267,0.2192,3254669.5,671074.5
b3118,0.0015,0.1186,0.0125,3266596,659148
b3131,0.0018,0.2178,0.00808,3278260.5,647483.5
b3132,0.0187,0.1723,0.10833,3279546.5,646197.5
b3133,0.01,0.1047,0.09572,3280453.5,645290.5
b3136,0.0235,0.2336,0.1008,3282553,643191
b3137,0.005,0.1262,0.03987,3283573,642171
b3138,0.0131,0.0877,0.14882,3284408,641336
b3181,0,0.0437,0,3328469.5,597274.5
b3184,0.0014,0.072,0.0191,3332252.5,593491.5
b3198,0.0082,0.0977,0.08359,3342553,583191
b3199,0.003,0.0264,0.11224,3343110,582634
b3202,0.0021,0.076,0.02699,3345433.5,580310.5
b3203,0,0.0188,0,3346316.5,579427.5
b3220,0.1489,0.397,0.37496,3367993,557751
b3224,0.0061,0.1712,0.0354,3371829,553915
b3257,0.0136,0.1149,0.11859,3407488.5,518255.5
b3260,0,0.0445,0,3410762.5,514981.5
b3263,0.0066,0.0396,0.1661,3412710.5,513033.5
b3267,0.0066,0.1756,0.03747,3418500.5,507243.5
b3269,0.0088,0.2833,0.0311,3420724.5,505019.5
b3296,0,0,0,3441365,484379
b3309,0.005,0.0186,0.26856,3447610,478134
b3344,0.0298,0.1958,0.15211,3475151,450593
b3347,0.0034,0.1265,0.02668,3477013,448731
b3352,0.003,0.1815,0.01636,3482244,443500
b3356,0,0.1686,0,3485616,440128
b3368,0.0033,0.3069,0.01064,3498514.5,427229.5
b3390,0,0.047,0,3518803.5,406940.5
b3402,0.0801,0.2156,0.37148,3531577,394167
b3403,0.0035,0.2494,0.01395,3533629,392115
b3412,0.0322,0.3217,0.10005,3544453,381291
b3415,0,0.1371,0,3547217,378527
b3417,0.0041,0.2052,0.01982,3551276.5,374467.5
b3422,0.0516,0.5781,0.08933,3559056.5,366687.5
b3424,0.0068,0.1581,0.0432,3561037,364707
b3426,0.0194,0.3898,0.04988,3562764,362980
b3437,0.0059,0.228,0.02593,3577309,348435
b3438,0.0043,0.2967,0.01448,3578228.5,347515.5
b3439,0.0145,0.3315,0.04388,3579297.5,346446.5
b3440,0.0138,0.3092,0.0445,3580286.5,345457.5
b3441,0.0614,0.4614,0.13319,3581382,344362
b3486,0.0084,0.3363,0.02487,3628148,297596
b3494,0,0.0255,0,3639552.5,286191.5
b3506,0.0023,0.1313,0.0173,3654244,271500
b3510,0.0083,0.0486,0.17133,3656574,269170
b3513,0.0042,0.1207,0.03445,3659858.5,265885.5
b3514,0.0047,0.1769,0.02651,3661970.5,263773.5
b3517,0.0042,0.1762,0.02356,3667231,258513
b3543,0.0028,0.3682,0.0075,3705280.5,220463.5
b3546,0.0083,0.3005,0.02762,3709629.5,216114.5
b3564,0.0202,0.2355,0.08585,3728644,197100
b3598,0.045,0.1632,0.27582,3771563,154181
b3604,0.0113,0.2182,0.05184,3779440.5,146303.5
b3605,0.0037,0.3919,0.00943,3780422,145322
b3608,0.0014,0.2425,0.00594,3783150,142594
b3653,0.006,0.2242,0.0267,3828062.5,97681.5
b3660,0.013,0.3268,0.03986,3838709.5,87034.5
b3665,0.0112,0.2319,0.04831,3844847,80897
b3666,0.001,0.1834,0.00563,3846471.5,79272.5
b3675,0,0.0784,0,3855786,69958
b3676,0.0094,0.1751,0.05388,3856139.5,69604.5
b3698,0.0349,0.3047,0.11459,3877266,48478
b3708,0.001,0.2414,0.00411,3889437.5,36306.5
b3712,0.0176,0.0896,0.19597,3894255.5,31488.5
b3724,0,0.2599,0,3907238,18506
b3728,0.0107,0.26,0.04118,3911005,14739
b3741,0.0007,0.1611,0.00465,3924688.5,1055.5
b3746,0.009,0.1174,0.07638,3930349.5,4605.5
b3747,0.0015,0.1218,0.01255,3932250,6506
b3748,0.0127,0.084,0.15124,3933560.5,7816.5
b3752,0.0047,0.1232,0.0379,3937758.5,12014.5
b3753,0,0.1332,0,3938709.5,12965.5
b3754,0.0052,0.1143,0.04562,3939916.5,14172.5
b3755,0.0079,0.128,0.06184,3940909,15165
b3769,0,0.0347,0,3952335.5,26591.5
b3771,0.013,0.502,0.02588,3954401.5,28657.5
b3791,0.0077,0.1484,0.05168,3975711,49967
b3792,0.0181,0.1859,0.09746,3976900,51156
b3793,0.0064,0.1818,0.03533,3979280,53536
b3804,0.0146,0.0673,0.2168,3989455,63711
b3850,0.0183,0.4233,0.04312,4034880.5,109136.5
b3856,0.0289,0.1701,0.16991,4041159,115415
b3886,0.0017,0.2105,0.00821,4076583.5,150839.5
b3912,0.0042,0.1105,0.03831,4105324,179580
b3945,0.0082,0.3868,0.0211,4138483.5,212739.5
b3949,0.0057,0.2235,0.02558,4142900,217156
b3953,0.0125,0.2952,0.0425,4147301,221557
b3957,0.0124,0.2369,0.05237,4154271.5,228527.5
b3960,0.0126,0.306,0.04117,4157536.5,231792.5
b3986,0,0.0211,0,4180742.5,254998.5
b3987,0,0.0908,0,4183259,257515
b3988,0.001,0.0855,0.01163,4187461.5,261717.5
b4012,0.0533,0.3225,0.16516,4213900,288156
b4037,0.0049,0.1539,0.03171,4250014,324270
b4055,0.0141,0.0889,0.15903,4269770.5,344026.5
b4062,0,0.2412,0,4277220,351476
b4067,0.0026,0.3824,0.00678,4284074.5,358330.5
b4073,0.0259,0.2055,0.12585,4290957,365213
b4074,0.029,0.217,0.13361,4292336.5,366592.5
b4075,0.0415,0.1464,0.28326,4293356,367612
b4076,0.0404,0.2042,0.19794,4293844,368100
b4077,0.0021,0.1912,0.0111,4295137.5,369393.5
b4111,0.0048,0.1204,0.03995,4331253,405509
b4117,0.0031,0.1118,0.0275,4339387.5,413643.5
b4128,0.0048,0.1397,0.03439,4352732,426988
b4133,0.0097,0.113,0.08599,4361165,435421
b4140,0.0031,0.202,0.01515,4368902,443158
b4146,0.0219,0.1621,0.13495,4375143,449399
b4147,0,0.0913,0,4375982,450238
b4150,0.0452,0.1478,0.30566,4378377.5,452633.5
b4152,0.0079,0.063,0.12554,4379574.5,453830.5
b4153,0.0018,0.0538,0.034,4380145.5,454401.5
b4154,0.0064,0.0997,0.06465,4381418.5,455674.5
b4169,0.0217,0.22395,0.125215,4396600,470856
b4175,0,0.0847,0,4403802,478058
b4177,0,0.1099,0,4405336,479592
b4181,0.0323,0.1397,0.23145,4410333.5,484589.5
b4185,0.0487,0.4055,0.12009,4412706,486962
b4187,0.0142,0.2069,0.06866,4415087.5,489343.5
b4235,0.0053,0.3255,0.01639,4458639.5,532895.5
b4243,0,0.259,0,4470720,544976
b4324,0.0132,0.2552,0.05162,4554964,629220
b4350,1.0041,2.5519,0.39349,4585330.5,659586.5
b4355,0.1017,0.1735,0.58596,4593260,667516
b4357,0.0723,1.8629,0.03883,4595343,669599
b4359,0.0052,0.1707,0.03055,4598276,672532
b4365,0.0021,0.0622,0.03394,4603817,678073
b4378,0.0558,0.4563,0.1222,4613939.5,688195.5
b4460,0,0.1661,0,1983410,3556116
b4465,0.0228,0.3502,0.06507,3076820.5,4649526.5
b4475,0.056,0.4669,0.11998,3556347,369397
b4480,0.0119,0.1712,0.06979,3947547.5,21803.5
b4481,0.0279,0.1737,0.1606,3978064.5,52320.5
ECIAI39_0002,0.006,0.215,0.02806,3267,1575973
ECIAI39_0003,0.0066,0.1655,0.03997,4377,1577083
ECIAI39_0004,0.0399,0.1587,0.25142,5358,1578064
ECIAI39_0005,0.0117,0.1756,0.06665,6071,1578777
ECIAI39_0006,0.0099,0.1967,0.05036,7244,1579950
ECIAI39_0008,0.003,0.1193,0.02481,8714.5,1581420.5
ECIAI39_0009,0.0071,0.1249,0.05664,9599.5,1582305.5
ECIAI39_0010,0.0025,0.1027,0.02386,10211,1582917
ECIAI39_0012,0.0456,0.2896,0.15735,11584,1584290
ECIAI39_0013,0,0.0838,0,13121,1585827
ECIAI39_0014,0.0026,0.1564,0.0165,14733,1587439
ECIAI39_0016,0.0115,0.313,0.03678,18072,1590778
ECIAI39_0017,0.0254,1.0396,0.0244,19163,1591869
ECIAI39_0018,0,0.0307,0,20907.5,1593613.5
ECIAI39_0019,0,0.1961,0,21877.5,1594583.5
ECIAI39_0021,0.0081,0.21165,0.046825,24626.5,1597332.5
ECIAI39_0022,0,0.1406,0,26050.5,1598756.5
ECIAI39_0023,0.0046,0.2932,0.01572,26752,1599458
ECIAI39_0024,0.0278,0.4309,0.06462,27750,1600456
ECIAI39_0026,0.0074,0.2183,0.03382,30225,1602931
ECIAI39_0027,0.00485,0.3337,0.01455,32456.75,1605162.75
ECIAI39_0030,0.02025,0.11955,0.16872,34786.75,1607492.75
ECIAI39_0031,0.0077,0.1435,0.05339,35778.5,1608484.5
ECIAI39_0032,0.0309,0.201,0.15353,37047.5,1609753.5
ECIAI39_0033,0.007,0.2125,0.03296,38506.5,1611212.5
ECIAI39_0034,0.00185,0.15505,0.01187,40494.5,1613200.5
ECIAI39_0035,0.0093,0.1094,0.08523,42788,1615494
ECIAI39_0037,0.02,0.1605,0.12481,43658.5,1616364.5
ECIAI39_0038,0.0034,0.16825,0.01352,45214.75,1617920.75
ECIAI39_0039,0.0033,0.2286,0.01429,46472.5,1619178.5
ECIAI39_0040,0.0027,0.1784,0.01513,47506.5,1620212.5
ECIAI39_0041,0.00585,0.1927,0.02864,49383.5,1622089.5
ECIAI39_0042,0.0086,0.1528,0.05601,50807,1623513
ECIAI39_0043,0.0051,0.06075,0.047795,51717,1624423
ECIAI39_0044,0.0243,0.1178,0.20596,52923,1625629
ECIAI39_0046,0,0.1085,0,54060.5,1626766.5
ECIAI39_0047,0.0066,0.1488,0.04415,55932,1628638
ECIAI39_0048,0.0049,0.1771,0.02743,57771.5,1630477.5
ECIAI39_0053,0.0086,0.1761,0.04869,60016.5,1632722.5
ECIAI39_0055,0.001,0.1995,0.005,61811,1634517
ECIAI39_0057,0.019,0.3311,0.05751,64604.5,1637310.5
ECIAI39_0058,0.0121,0.3011,0.04021,66202.5,1638908.5
ECIAI39_0062,0.0142333333333333,0.268333333333333,0.05106,70576.6666666667,1643282.66666667
ECIAI39_0063,0.0341,0.4757,0.07145,73139.5,1645845.5
ECIAI39_0064,0.0214,0.484,0.04429,75002,1647708
ECIAI39_0065,0.03,0.4316,0.06951,76473,1649179
ECIAI39_0067,0.0112,0.4135,0.0272,79149,1651855
ECIAI39_0069,0.0053,0.2762,0.01934,81411,1654117
ECIAI39_0071,0.0027,0.3476,0.00767,82746.5,1655452.5
ECIAI39_0072,0.0105,0.1981,0.05278,84840,1657546
ECIAI39_0074,0.0147,0.3414,0.04293,86492,1659198
ECIAI39_0075,0.00455,0.1679,0.02289,88066.25,1660772.25
ECIAI39_0077,0.0042,0.05805,0.08704,90212.25,1662918.25
ECIAI39_0078,0,0.0072,0,91217.5,1663923.5
ECIAI39_0079,0.0025,0.1241,0.02014,92288.5,1664994.5
ECIAI39_0080,0.012,0.1788,0.0673,95327.5,1668033.5
ECIAI39_0081,0.0042,0.1998,0.02123,96547.5,1669253.5
ECIAI39_0082,0.0079,0.3029,0.02593,97743.5,1670449.5
ECIAI39_0083,0,0.1804,0,99023.5,1671729.5
ECIAI39_0084,0.0042,0.128,0.0332,100180.5,1672886.5
ECIAI39_0086,0.0028,0.1643,0.01718,101498,1674204
ECIAI39_0087,0.0114,0.1522,0.07463,102697.5,1675403.5
ECIAI39_0088,0.00185,0.05235,0.038335,104091.5,1676797.5
ECIAI39_0089,0,0.0883,0,105880.5,1678586.5
ECIAI39_0090,0,0.0614,0,107015.5,1679721.5
ECIAI39_0091,0.0058,0.1318,0.04396,107961,1680667
ECIAI39_0092,0.001,0.1616,0.00646,109631.5,1682337.5
ECIAI39_0094,0.01935,0.10915,0.168285,111730.75,1684436.75
ECIAI39_0095,0.0091,0.0523,0.17472,112910.5,1685616.5
ECIAI39_0096,0.0015,0.1394,0.01047,113925,1686631
ECIAI39_0097,0.0369,0.2118,0.17434,115117,1687823
ECIAI39_0098,0.0319,0.193,0.16536,116412.5,1689118.5
ECIAI39_0099,0.0166,0.1444,0.11473,117329,1690035
