gene_name,dN,dS,omega,midpoint,tmp_pos
DU99_23175,0.0015,0.0049,0.30457,1010300.5,339700.5
DU99_23260,0.0026,0.0118,0.22288,1028773,321228
DU99_23270,0.0044,0.0084,0.51885,1031032,318969
DU99_23275,0.00095,0.00455,0.105525,1032452.75,317548.25
DU99_23330,0.0072,0.0565,0.12672,1043899.5,306101.5
DU99_23360,0.0081,0.0724,0.11441,1050539.25,299461.75
DU99_23445,0.009,0.0914,0.09807,1061585.5,288415.5
DU99_23515,0.01395,0.13335,0.109065,1077339.25,272661.75
DU99_23560,0.0358,0.0699,0.51195,1085994,264007
DU99_23565,0.0099,0.1115,0.08867,1087401.5,262599.5
DU99_23625,0.0125,0.0688,0.18188,1099898,250103
DU99_24505,0.0141,0.0626,0.22579,1276857,73144
DU99_24715,0.01195,0.18105,0.062535,1319840.5,30160.5
DU99_24720,0.0257,0.2113,0.12166,1320646,29355
DU99_24725,0.0365666666666667,0.158733333333333,0.258156666666667,1322531.66666667,27469.3333333333
DU99_24730,0.0245,0.3146,0.07792,1324183,25818
DU99_24740,0.014,0.2527,0.05556,1325759,24242
DU99_24745,0.0205,0.0805,0.25501,1327613,22388
DU99_24760,0.0092,0.203,0.04542,1330376.5,19624.5
DU99_24775,0.0282,0.1517,0.18586,1333486,16515
DU99_24780,0.016,0.143,0.11187,1334934,15067
DU99_24785,0.0013,0.0514,0.02605,1337211,12790
DU99_24800,0.0064,0.0122,0.52829,1339415.5,10585.5
DU99_24805,0.0158,0.0873,0.18054,1341606.5,8394.5
DU99_24810,0.0094,0.1643,0.05723,1343373.5,6627.5
DU99_24825,0.0266,0.1604,0.17104,1345544.5,4456.5
DU99_24830,0.0342,0.107,0.31942,1347500.5,2500.5
DU99_24835,0.0538,0.1261,0.42678,1348743,1258
DU99_24840,0.0267,0.2317,0.11519,1349488,513
DU99_24865,0.0011,0.1264,0.00908,1352935.5,2934.5
Sinme_5277,0.0068,0.0267,0.25556,1667.5,284986.5
Sinme_5279,0.0051,0.1163,0.04392,3233.5,286552.5
Sinme_5281,0.0039,0.1419,0.02718,5779,289098
Sinme_5282,0.0145,0.1396,0.10371,6609,289928
Sinme_5283,0.02105,0.139,0.150315,8295,291614
Sinme_5288,0.0293,0.0743,0.39492,11921,295240
Sinme_5295,0.0631,0.1849,0.34137,17612.5,300931.5
Sinme_5296,0.0142,0.1678,0.08438,18389.5,301708.5
Sinme_5300,0.022,0.2171,0.10113,20280.5,303599.5
Sinme_5308,0.01,0.2096,0.04791,29005.5,312324.5
Sinme_5310,0.02015,0.1922,0.10548,30592,313911
Sinme_5311,0.034,0.3264,0.10425,32978.5,316297.5
Sinme_5312,0.0179,0.1372,0.13032,33817,317136
Sinme_5313,0.0031,0.3213,0.00955,34785,318104
Sinme_5315,0.0413,0.3298,0.12515,35801,319120
Sinme_5316,0.0088,0.1307,0.06717,36683,320002
Sinme_5317,0.0284666666666667,0.5161,0.0499633333333333,38682.1666666667,322001.166666667
Sinme_5321,0.0161666666666667,0.183333333333333,0.09105,44731.6666666667,328050.666666667
Sinme_5323,0.01,0.105,0.09557,46901,330220
Sinme_5324,0.0396,0.1068,0.37043,47572.5,330891.5
Sinme_5325,0.0221,0.1151,0.19231,48607.5,331926.5
Sinme_5328,0.0027,0.0465,0.05839,50608.5,333927.5
Sinme_5332,0.0064,0.1643,0.03908,55091.5,338410.5
Sinme_5333,0.00425,0.23785,0.024535,56406.25,339725.25
Sinme_5334,0.0014,0.0142,0.09677,57776.5,341095.5
Sinme_5341,0.0015,0.013,0.11488,63655.5,346974.5
Sinme_5342,0.0037,0.00005,NA,64582.75,347901.75
Sinme_5345,0.0008,0.0088,0.08901,67009,350328
Sinme_5348,0,0,0,68948.5,352267.5
Sinme_5349,0,0.0001,0,70161.5,353480.5
Sinme_5350,0,0.018,0,71090.75,354409.75
Sinme_5351,0.0155,0.0209,0.7397,71860,355179
Sinme_5352,0,0.0079,0,73280,356599
Sinme_5354,0.0056,0.02,0.28205,75468,358787
Sinme_5356,0.0273,0.1365,0.19996,78122,361441
Sinme_5357,0.00485,0.0056,0.782515,79566.25,362885.25
Sinme_5358,0.0074,0.0062,1.19104,81316.5,364635.5
Sinme_5359,0.0027,0,NA,82099,365418
Sinme_5360,0.012,0.0483,0.24784,83134,366453
Sinme_5361,0.0109,0.0713,0.15286,84616.5,367935.5
Sinme_5363,0.001,0.0321,0.03075,85986,369305
Sinme_5365,0.0016,0.02525,0.06401,88269,371588
Sinme_5366,0.0022,0.0862,0.02551,90120,373439
Sinme_5367,0,0.0339,0,90872,374191
Sinme_5368,0.015075,0.029525,0.6639675,92115.875,375434.875
Sinme_5369,0.016,0.0459,0.3486,93946,377265
Sinme_5370,0.0014,0.1015,0.01354,94933,378252
Sinme_5373,0.0132,0.0245,0.53859,98521,381840
Sinme_5374,0.0066,0.02,0.32991,99871,383190
Sinme_5376,0.0046,0.0269,0.16986,101743.5,385062.5
Sinme_5377,0.0027,0.0212,0.12667,103125.5,386444.5
Sinme_5378,0.0063,0.1134,0.05562,104249.5,387568.5
Sinme_5379,0.0166,0.0417,0.39904,104874.5,388193.5
Sinme_5380,0.00755,0.0821,0.100805,106275.75,389594.75
Sinme_5381,0.0028,0.0344,0.08027,107406,390725
Sinme_5386,0.0115,0.0576,0.20013,110493,393812
Sinme_5387,0,0.0372,0,111796,395115
Sinme_5388,0.003,0.02495,0.117085,113692.25,397011.25
Sinme_5390,0.0056,0.0121,0.46824,115985,399304
Sinme_5391,0.0075,0.0481,0.15624,117094,400413
Sinme_5394,0.0051,0.0081,0.63184,117923,401242
Sinme_5397,0.0026,0.0793,0.03267,119848,403167
Sinme_5398,0.0091,0.0519,0.17607,121201,404520
Sinme_5399,0.0011,0.00325,0.173735,122793.25,406112.25
Sinme_5401,0,0,0,124350.5,407669.5
Sinme_5402,0.004,0.0227,0.17399,125757,409076
Sinme_5404,0.0042,0.0132,0.386915,127694.5,411013.5
Sinme_5406,0.001,0.0288,0.03501,129995.5,413314.5
Sinme_5408,0.0028,0.0186,0.15003,131995,415314
Sinme_5409,0.0123,0.0538,0.229,133330.5,416649.5
Sinme_5410,0.0066,0.0192,0.34291,134265.5,417584.5
Sinme_5413,0.0064,0.1012,0.06303,135671.5,418990.5
Sinme_5415,0.008,0.18615,0.04133,138315.5,421634.5
Sinme_5417,0.0042,0.1973,0.02152,139660,422979
Sinme_5418,0.01315,0.09735,0.118125,141354,424673
Sinme_5419,0.0057,0.0442,0.12859,142815.5,426134.5
Sinme_5423,0.0152,0.0807,0.1883,146244.5,429563.5
Sinme_5425,0.0072,0.0359,0.20131,147414.5,430733.5
Sinme_5427,0.0055,0.0362,0.14242,150357.5,433676.5
Sinme_5428,0.0045,0.0989,0.078485,152599.25,435918.25
Sinme_5429,0.0026,0.0416,0.06359,154237.5,437556.5
Sinme_5431,0.004,0.1693,0.02388,155134.5,438453.5
Sinme_5432,0.0175,0.0892,0.19646,155773,439092
Sinme_5436,0.0158,0.1128,0.1404,158585.5,441904.5
Sinme_5437,0.032,0.0642,0.49897,160288,443607
Sinme_5442,0.0214,0.2169,0.0987,162467.5,445786.5
Sinme_5445,0.0034,0.00956666666666667,0.462113333333333,165235,448554
Sinme_5446,0.0027,0.0215,0.12535,166933,450252
Sinme_5448,0.0132,0.2207,0.05968,168155.5,451474.5
Sinme_5449,0.0281,0.2036,0.13814,169503,452822
Sinme_5451,0.022,0.2835,0.07747,170855,454174
Sinme_5452,0.0015,0.0038,0.39269,172492.5,455811.5
Sinme_5453,0.0019,0.006,NA,174090.5,457409.5
Sinme_5454,0.0024,0.0189,0.12766,175606.5,458925.5
Sinme_5455,0.0049,0,NA,176001.5,459320.5
Sinme_5457,0.0043,0,NA,178304,461623
Sinme_5460,0.0167,0.00655,NA,180433.5,463752.5
Sinme_5461,0.0039,0,NA,181061,464380
Sinme_5462,0.0085,0.0083,1.01812,181652.5,464971.5
Sinme_5463,0,0,0,183071,466390
Sinme_5464,0.0125,0.0236,0.53109,183293.5,466612.5
Sinme_5465,0.00335,0.00475,NA,184314.75,467633.75
Sinme_5466,0.0036,0.0048,0.75666,185233.5,468552.5
Sinme_5467,0.0024,0.0056,0.41905,185996,469315
Sinme_5468,0.0077,0.019,0.40564,187153,470472
Sinme_5469,0.0022,0,NA,187628.5,470947.5
Sinme_5470,0.0071,0,NA,189500,472819
Sinme_5471,0.0047,0.0081,0.57565,190282,473601
Sinme_5472,0.0016,0.0077,0.20032,191290,474609
Sinme_5473,0,0.0001,0,192121,475440
Sinme_5477,0.0066,0.0071,0.93459,195974,479293
Sinme_5517,0.0167,0.0293,0.56871,236589,519908
Sinme_5520,0.0394,0.0437,0.90202,241142,524461
Sinme_5536,0.0104,0.00475,NA,258502.25,541821.25
Sinme_5580,0.0243,0.06235,0.368165,305103,588422
Sinme_5645,0.1,1.3117,0.07627,374358.5,657677.5
Sinme_5696,0.034,0.1768,0.19216,409717,693036
Sinme_5698,0.2337,0.76945,0.26553,412841.5,696160.5
Sinme_5701,0.0322,0.8051,0.04001,414999.5,698318.5
Sinme_5702,0.0691,1.24575,0.052035,416410.25,699729.25
Sinme_5703,0.0418,0.3151,0.13276,417148.5,700467.5
Sinme_5705,0.0072,0.0376,0.1902,420011,703330
Sinme_5706,0.0188,0.0698,0.26979,421551.5,704870.5
Sinme_5714,0.006,0.0537,0.11235,429788.5,713107.5
Sinme_5717,0.0162,0.09245,0.20389,431240.5,714559.5
Sinme_5718,0.013,0.0599,0.21779,432517.5,715836.5
Sinme_5719,0.0037,0.1033,0.0355,433505,716824
Sinme_5720,0.0018,0.0493,0.03653,434759.5,718078.5
Sinme_5724,0.0078,0.1184,0.06593,436366,719685
Sinme_5725,0.00575,0.0277,0.20734,437819.75,721138.75
Sinme_5726,0.0025,0.0247,0.09933,439180.5,722499.5
Sinme_5728,0.0079,0.0447,0.17744,440535,723854
Sinme_5729,0.0238,0.03585,0.67062,442185,725504
Sinme_5730,0.0163,0.0238,0.68474,442831,726150
Sinme_5734,0.0055,0.0326,0.17019,444942,728261
Sinme_5739,0.0042,0.02215,0.292345,450410.5,733729.5
Sinme_5746,0.0058,0.0488,0.1189,455300,738619
Sinme_5748,0.0027,0.035,0.07829,456912.5,740231.5
Sinme_5750,0.00525,0.02115,0.25203,458656.75,741975.75
Sinme_5752,0.0202,0.0075,2.68793,459907,743226
Sinme_5753,0.0136,0,NA,460989.5,744308.5
Sinme_5754,0,0.0374,0,462333.5,745652.5
Sinme_5756,0.008,0.0309,0.25748,463224.5,746543.5
Sinme_5759,0.0029,0.021,0.14031,466908,750227
Sinme_5760,0.0094,0.0318,0.29657,468576.5,751895.5
Sinme_5762,0,0.0189,0,469771.5,753090.5
Sinme_5763,0.0046,0.0064,0.72282,470509.5,753828.5
Sinme_5764,0.0052,0.0067,0.78141,471983.5,755302.5
Sinme_5765,0.0158,0.2124,0.07421,473212,756531
Sinme_5767,0.0046,0.0902,0.05142,474607.5,757926.5
Sinme_5769,0.0035,0.0097,0.36458,477536,760855
Sinme_5771,0.0363,0.145,0.25013,478437.5,761756.5
Sinme_5773,0.0235,0.1767,0.13319,480627.5,763946.5
Sinme_5774,0.0214,0.0922,0.23218,481252,764571
Sinme_5776,0.0135,0.1636,0.08275,482273,765592
Sinme_5778,0.0022,0.0052,0.42262,484420,767739
Sinme_5779,0.0111,0.032,0.34781,485399.5,768718.5
Sinme_5781,0.0025,0.0103,0.32877,488336.5,771655.5
Sinme_5788,0.016,0.066,0.24191,495567.5,778886.5
Sinme_5789,0.0247,0.06015,0.38995,498311,781630
Sinme_5794,0.0159,0.0509,0.31345,502808.5,786127.5
Sinme_5795,0.0213,0.1539,0.13866,503717,787036
Sinme_5798,0.0397,0.0506,0.7843,506763,790082
Sinme_5799,0.0295,0.1049,0.279945,507586,790905
Sinme_5800,0.0177,0.0943,0.1872,509256.5,792575.5
Sinme_5808,0.0165,0.1057,0.15614,514041.5,797360.5
Sinme_5810,0.1221,0.0715,1.70702,515117.5,798436.5
Sinme_5812,0.0094,0.07985,0.20034,521673.25,804992.25
Sinme_5814,0.0208,0.0874,0.2381,524163.5,807482.5
Sinme_5815,0.0237,0.1435,0.16541,525364.5,808683.5
Sinme_5816,0,0.1377,0,525670.5,808989.5
Sinme_5817,0.0545,0.281566666666667,0.34062,528097.833333333,811416.833333333
Sinme_5834,0.0419,0.0328,1.27827,546667,829986
Sinme_5952,0.0063,0,NA,655457,938776
Sinme_5953,0,0,0,656169.5,939488.5
Sinme_5954,0.0039,0.0065,0.60601,657899,941218
Sinme_5956,0.0056,0.0155,0.36275,659612,942931
Sinme_5957,0.0548,0.3328,0.1648,660759,944078
Sinme_5958,0.0149,0.1433,0.10393,662188,945507
Sinme_5961,0.1181,0.504,0.23435,665292,948611
Sinme_5962,0.0121,0.1455,0.0832,666347,949666
Sinme_5963,0.00705,0.1412,0.038965,668045.75,951364.75
Sinme_5964,0.0084,0.1451,0.05788,668763.5,952082.5
Sinme_5966,0.009,0.1732,0.05202,669952.5,953271.5
Sinme_5967,0.0112,0.02225,0.507005,671617.5,954936.5
Sinme_5968,0.0021,0.0336,0.06238,673076.5,956395.5
Sinme_5969,0.0027,0.0167,0.16254,674153,957472
Sinme_5971,0.00475,0.19025,0.03211,676648,959967
Sinme_5974,0.0676,0.1817,0.371835,680026.5,963345.5
Sinme_5975,0.0528,0.8526,0.06197,680557.5,963876.5
Sinme_6001,0.0129,0.0536,0.23988,709359.5,992678.5
Sinme_6003,0.0103,0.0251,0.41269,710313,993632
Sinme_6005,0.00876666666666667,0.0371333333333333,0.221306666666667,712800.666666667,996119.666666667
Sinme_6007,0.0262,0.04395,0.548445,714857.5,998176.5
Sinme_6009,0.0305,0.1405,0.21726,716784,1000103
Sinme_6010,0.0085,0.0959,0.08868,718319,1001638
Sinme_6011,0.01405,0.04855,0.301015,719842.25,1003161.25
Sinme_6012,0.0167,0.0623,0.26816,720535.5,1003854.5
Sinme_6013,0.0073,0.0362,0.20065,721620,1004939
Sinme_6014,0,0.0001,0,722713.5,1006032.5
Sinme_6015,0.0079,0.0146,0.54345,723511,1006830
Sinme_6016,0.0023,0.0056,0.39972,725222.5,1008541.5
Sinme_6018,0.0115,0.0547,0.2098,727115.5,1010434.5
Sinme_6019,0.0098,0.0591,0.16579,727947.5,1011266.5
Sinme_6020,0.0092,0.0568,0.16223,728605,1011924
Sinme_6021,0.0045,0.0246,0.18189,729636,1012955
Sinme_6023,0.00315,0.0497,0.09253,731325.5,1014644.5
Sinme_6024,0.00215,0.04745,0.050455,733705,1017024
Sinme_6026,0.0035,0.0297,0.11876,735406,1018725
Sinme_6027,0.0124,0.0547,0.22613,736498.5,1019817.5
Sinme_6030,0.0039,0.0598,0.06551,738490,1021809
Sinme_6031,0.00675,0.05875,0.111905,739962,1023281
Sinme_6032,0.0031,0.0573,0.05435,741683.5,1025002.5
Sinme_6034,0.0385,0.0823,0.46757,742877,1026196
Sinme_6037,0.0075,0.023,0.32528,745699,1029018
Sinme_6038,0.0101,0.02215,0.523335,747519.5,1030838.5
Sinme_6040,0.0274,0.0609,0.44993,750954.5,1034273.5
Sinme_6042,0.0014,0.02075,0.054835,752735.75,1036054.75
Sinme_6043,0.0061,0.05025,0.148935,754630.5,1037949.5
Sinme_6044,0.0015,0.0182,0.08012,756055.5,1039374.5
Sinme_6045,0.0026,0.045,0.05674,757335,1040654
Sinme_6046,0.0041,0.0198,0.20603,758811.5,1042130.5
Sinme_6047,0.0036,0.0184,0.1937,760433,1043752
Sinme_6050,0.00306666666666667,0.0116666666666667,NA,762680.833333333,1045999.83333333
Sinme_6052,0.0045,0.0095,0.47458,764668.5,1047987.5
Sinme_6053,0.0093,0.0796,0.11654,765592.5,1048911.5
Sinme_6054,0.0045,0.024,0.18659,766655,1049974
Sinme_6055,0,0.0112,0,767368.5,1050687.5
Sinme_6056,0.00175,0.0188,0.086735,769824.25,1053143.25
Sinme_6059,0.00235,0.00135,NA,773306.75,1056625.75
Sinme_6063,0.00956666666666667,0.0168333333333333,NA,777334.166666667,1060653.16666667
Sinme_6064,0.0026,0.0159,0.16273,779965.5,1063284.5
Sinme_6068,0,0.0099,0,784872.5,1068191.5
Sinme_6069,0.0023,0.0213,0.10894,785986,1069305
Sinme_6070,0.0031,0.0124,0.24821,787914.5,1071233.5
Sinme_6072,0.0031,0.0261,0.11961,790037,1073356
Sinme_6073,0.0014,0.0308,0.04606,791324.5,1074643.5
Sinme_6074,0.0041,0.0586,0.07019,792250,1075569
Sinme_6077,0.0016,0.0039,0.40966,793539,1076858
Sinme_6083,0.0041,0.0427,0.09692,798049.5,1081368.5
Sinme_6085,0.0099,0.0537,0.184,799790,1083109
Sinme_6086,0.0051,0.0402,0.12805,800793.5,1084112.5
Sinme_6088,0.0042,0.0298,0.14213,801777,1085096
Sinme_6090,0.0167,0.0278,0.59919,803835,1087154
Sinme_6091,0.0034,0.0169,0.20464,804902,1088221
Sinme_6092,0.0014,0.019,0.07258,806033,1089352
Sinme_6093,0.0034,0.0308,0.11119,806876.5,1090195.5
Sinme_6094,0.0045,0.029,0.15534,807811.5,1091130.5
Sinme_6095,0.0103,0.0168,0.6109,809517.5,1092836.5
Sinme_6098,0.0016,0.0262,0.06124,813022.5,1096341.5
Sinme_6099,0.0025,0.0407,0.061905,815403.25,1098722.25
Sinme_6100,0.0075,0.0293,0.25453,817791,1101110
Sinme_6102,0.0194,0.031,0.62746,819665,1102984
Sinme_6103,0.01165,0.07,0.171395,821650.25,1104969.25
Sinme_6104,0.0058,0.0808,0.07132,823174.5,1106493.5
Sinme_6108,0.0049,0.0427,0.11551,825148,1108467
Sinme_6109,0.0021,0.0064,0.32141,826229.5,1109548.5
Sinme_6110,0.0122,0.0811,0.15022,827447,1110766
Sinme_6113,0.0044,0.0226,0.19597,831769,1115088
Sinme_6114,0.0017,0.0364,0.0467,833147.5,1116466.5
Sinme_6115,0.0007,0.0551,0.025295,835745.5,1119064.5
Sinme_6116,0.0041,0.0546,0.07429,836988,1120307
Sinme_6117,0.0051,0.0808,0.0627,837801,1121120
Sinme_6119,0.0133,0.06745,0.22898,838961.5,1122280.5
Sinme_6121,0.005,0.0438,0.11475,841912.5,1125231.5
Sinme_6123,0.0005,0.03735,0.01464,844128.5,1127447.5
Sinme_6125,0.0045,0.0595,0.07515,846638.5,1129957.5
Sinme_6132,0,0.0678,0,852461.5,1135780.5
Sinme_6134,0.0021,0.0379,0.05523,853744.5,1137063.5
Sinme_6138,0.0085,0.0799,0.10639,855829.5,1139148.5
Sinme_6140,0.002,0.0307,0.06438,857969.5,1141288.5
Sinme_6141,0.01395,0.0372,0.406725,859634,1142953
Sinme_6142,0.0049,0.0164,0.30194,861293.5,1144612.5
Sinme_6143,0.0073,0.0211,0.34521,863166.5,1146485.5
Sinme_6146,0.0062,0.0339,0.18229,864764,1148083
Sinme_6147,0.0013,0.0102,0.12915,865833.5,1149152.5
Sinme_6148,0.0037,0.0386,0.096,866826.5,1150145.5
Sinme_6149,0.0026,0.0341,0.07641,868071,1151390
Sinme_6150,0.00315,0.0403,0.05655,869297.75,1152616.75
Sinme_6153,0.0112,0.034,0.32902,872687,1156006
Sinme_6154,0.013,0.0411,0.31702,873850.5,1157169.5
Sinme_6156,0.0053,0.0679,0.07835,875863.5,1159182.5
Sinme_6158,0.009,0.0474,0.18932,877650.5,1160969.5
Sinme_6160,0.006,0.0178,0.33421,880086.5,1163405.5
Sinme_6161,0.01,0.0374,0.254325,881413.75,1164732.75
Sinme_6162,0.0062,0,NA,883445,1166764
Sinme_6164,0.0025,0.0095,0.26815,885847,1169166
Sinme_6169,0,0.0135,0,891285,1174604
Sinme_6171,0.0009,0.0121,0.0779,892647.5,1175966.5
Sinme_6172,0.0016,0.0043,0.37545,894309.5,1177628.5
Sinme_6196,0.0011,0.01555,0.410035,914266.75,1197585.75
Sinme_6201,0.00455,0.03035,0.3828,920286.5,1203605.5
Sinme_6203,0.0109,0.0093,1.16883,923457.5,1206776.5
Sinme_6204,0.0036,0.0129,0.2793,924215.5,1207534.5
Sinme_6205,0.006,0.0176,0.34098,924967,1208286
Sinme_6207,0.0092,0.0669,0.13799,927163,1210482
Sinme_6209,0.0092,0.135,0.06812,929456,1212775
Sinme_6211,0.0607,0.2038,0.2978,931609,1214928
Sinme_6212,0.0054,0.1529,0.03538,932765.5,1216084.5
Sinme_6213,0.0162,0.1488,0.10902,934008.5,1217327.5
Sinme_6217,0.0266,0.329,0.08093,937208.5,1220527.5
Sinme_6218,0.0387,0.2794,0.13865,938649,1221968
Sinme_6219,0.0063,0.006,1.05997,939629.5,1222948.5
Sinme_6220,0.0013,0.004,0.31858,940543,1223862
Sinme_6225,0.0186,0.0969,0.19149,946376.5,1229695.5
Sinme_6226,0.0008,0.0055,0.14435,947799.5,1231118.5
Sinme_6228,0.0049,0.0022,2.23955,949925,1233244
Sinme_6229,0.00125,0,NA,951474,1234793
Sinme_6231,0.0036,0.0137,0.26085,953268.5,1236587.5
Sinme_6233,0,0,0,956033.5,1239352.5
Sinme_6234,0.00235,0.0024,NA,957000.5,393000.5
Sinme_6235,0,0,0,958155.5,391845.5
Sinme_6236,0.0087,0.0159,NA,959372.25,390628.75
Sinme_6238,0,0.0082,0,962007,387994
Sinme_6240,0.0057,0.0049,1.17041,964018.5,385982.5
Sinme_6244,0.0039,0.0122,0.31705,966298.5,383702.5
Sinme_6245,0,0.0037,0,967965,382036
Sinme_6246,0.0014,0.0081,0.17387,969614,380387
Sinme_6248,0.00065,0.00005,NA,971733,378268
Sinme_6249,0.01165,0.00785,NA,972952.25,377048.75
Sinme_6250,0.0023,0.0062,0.36902,974219.5,375781.5
Sinme_6251,0.0016,0.0114,0.14395,975071,374930
Sinme_6252,0.0058,0.0142,0.40524,976205.5,373795.5
Sinme_6254,0.0051,0.0067,0.83207,978094,371907
Sinme_6258,0.0075,0.0079,0.95144,980808,369193
Sinme_6259,0.0015,0.0046,0.3311,981824.5,368176.5
Sinme_6262,0,0.0001,0,984528,365473
Sinme_6264,0.0038,0.01005,NA,985953.75,364047.25
Sinme_6265,0.0041,0.0172,0.23943,987462,362539
Sinme_6267,0.0014,0.0138,0.10273,988509.5,361491.5
Sinme_6270,0.0063,0.0316,0.20108,991909.5,358091.5
Sinme_6272,0.0088,0.02805,0.31304,994333.25,355667.75
Sinme_6275,0.0113,0.0563,0.20139,997141.5,352859.5
Sinme_6280,0.0089,0.0363,0.24543,1001263.5,348737.5
Sinme_6291,0,0.0201,0,1009509,340492
Sinme_6293,0.0041,0.0226,0.18354,1011299.5,338701.5
Sinme_6298,0,0.0077,0,1017151,332850
Sinme_6300,0.0043,0,NA,1018778.5,331222.5
