gene_name,dN,dS,omega,midpoint,tmp_pos
Sinme_3890,0.0066,0.0303,0.21855,209387,154297
Sinme_3891,0,0.0144,0,210871.5,155781.5
Sinme_3892,0.0071,0.032,0.22088,211841.5,156751.5
Sinme_3893,0.0027,0.066,0.04151,212938.5,157848.5
Sinme_3895,0.00225,0.05075,0.048035,214701.75,159611.75
Sinme_3896,0,0,0,215652,160562
Sinme_3897,0.0139,0.06425,0.195915,216738,161648
Sinme_3899,0.0017,0.0656,0.02651,217639,162549
Sinme_3901,0.0141,0.092,0.15335,218525.5,163435.5
Sinme_3903,0.0024,0.0451,0.05237,220989,165899
Sinme_3904,0.0099,0.027,0.36719,222528.5,167438.5
Sinme_3905,0.0028,0.0616,0.04486,223499.5,168409.5
Sinme_3906,0.0026,0.008,0.3228,224637,169547
Sinme_3907,0,0.0064,0,225710.5,170620.5
Sinme_3909,0.001,0.0033,0.29821,226894.5,171804.5
Sinme_3910,0.0018,0.0122,0.1443,227948,172858
Sinme_3911,0.0029,0,NA,228925,173835
Sinme_3912,0,0.0001,0,231123.5,176033.5
Sinme_3914,0.0071,0,NA,232000,176910
Sinme_3915,0.005,0,NA,233101,178011
Sinme_3916,0,0.01885,0,233968.5,178878.5
Sinme_3918,0.0041,0.0076,0.5421,235534,180444
Sinme_3920,0.0093,0.0669,0.1392,236773.5,181683.5
Sinme_3921,0,0.0448,0,237975,182885
Sinme_3922,0.0014,0.0519,0.02783,238873,183783
Sinme_3923,0.001,0.0367,0.02844,239920,184830
Sinme_3924,0.0133,0.1446,0.09229,241065.5,185975.5
Sinme_3925,0.0119,0.08215,0.18973,242351.5,187261.5
Sinme_3926,0.005,0.0318,0.15722,243723,188633
Sinme_3927,0.0023,0.0125,0.1863,244816,189726
Sinme_3928,0.0085,0.0372,0.22918,245917.5,190827.5
Sinme_3929,0.0046,0.0257,0.17756,247025,191935
Sinme_3930,0.011,0.055,0.19925,248128.5,193038.5
Sinme_3931,0.0102,0.0459,0.2215,249300.5,194210.5
Sinme_3932,0.0069,0.0908,0.07604,250414,195324
Sinme_3933,0,0.0045,0,251789.5,196699.5
Sinme_3934,0.0025,0.0047,0.53632,252801.5,197711.5
Sinme_3935,0.003,0.0131,0.2285,254212,199122
Sinme_3938,0.0035,0.0266,0.13109,255786.5,200696.5
Sinme_3939,0,0,0,256640.5,201550.5
Sinme_3940,0,0.0001,0,257445,202355
Sinme_3941,0.001,0.0073,0.1392,258611,203521
Sinme_3942,0,0.01475,0,260150.75,205060.75
Sinme_3943,0.0024,0,NA,261034.5,205944.5
Sinme_3944,0.0102,0.132,0.0775,262603,207513
Sinme_3946,0,0.0052,0,263592,208502
Sinme_3948,0.0106,0.064,0.16511,264549,209459
Sinme_3951,0.0017,0.0115,0.15138,267572.5,212482.5
Sinme_3952,0.0045,0,NA,268921,213831
Sinme_3953,0,0.02255,0,270057.25,214967.25
Sinme_3954,0,0.0274,0,271080.5,215990.5
Sinme_3955,0.001,0.0044,0.23333,272058.5,216968.5
Sinme_3956,0.0012,0.0144,0.08223,273191.5,218101.5
Sinme_3957,0.0093,0.0606,0.15377,274540.5,219450.5
Sinme_3959,0.0037,0.0574,0.06356,275948,220858
Sinme_3960,0.0059,0.0857,0.06854,276761.5,221671.5
Sinme_3961,0.0022,0.0069,0.31824,277982,222892
Sinme_3962,0,0,0,278972,223882
Sinme_3964,0.00455,0.01685,0.28468,280375,225285
Sinme_3967,0.0046,0.0362,0.12838,281976.5,226886.5
Sinme_3969,0.0101,0.0407,0.24864,283785.5,228695.5
Sinme_3970,0.0097,0.0094,1.03608,284802,229712
Sinme_3971,0.0034,0.0506,0.06768,286152,231062
Sinme_3972,0.00205,0.11315,0.024305,287531,232441
Sinme_3973,0.0034,0.1303,0.02575,289111,234021
Sinme_3974,0.0095,0.0361,0.26191,290229.5,235139.5
Sinme_3976,0.0049,0.0411,0.11899,291460.5,236370.5
Sinme_3977,0.0058,0.0228,0.25568,292369.5,237279.5
Sinme_3978,0.0051,0.038,0.13529,293486,238396
Sinme_3982,0.0041,0.1062,0.0386,296231.5,241141.5
Sinme_3984,0.002,0.036,0.05681,297978.5,242888.5
Sinme_3986,0.0051,0.1027,0.04995,299899.5,244809.5
Sinme_3987,0,0.0628,0,300882.5,245792.5
Sinme_3988,0.0109,0.0275,0.39842,301544.5,246454.5
Sinme_3990,0.0077,0.1798,0.04265,302409.5,247319.5
Sinme_3991,0.0155,0.1232,0.12581,303210,248120
Sinme_3993,0.0261,0.15825,0.18942,304663,249573
Sinme_3994,0.0042,0.1298,0.03268,306145.5,251055.5
Sinme_3996,0.0122,0.1551,0.07869,307885.5,252795.5
Sinme_3999,0,0.0156,0,310591.5,255501.5
Sinme_4001,0.0084,0.0129,0.64832,312123,257033
Sinme_4002,0.003,0,NA,312951,257861
Sinme_4003,0.0039,0.0335,0.116,315048.5,259958.5
Sinme_4006,0.0068,0.0426,0.15859,317256,262166
Sinme_4008,0.0013,0.0367,0.03412,318329.5,263239.5
Sinme_4009,0.0026,0.0331,0.0774,319738,264648
Sinme_4010,0.0025,0.0219,0.11499,321015.5,265925.5
Sinme_4011,0.0115,0.0459,0.25138,322165,267075
Sinme_4012,0.0036,0.1505,0.02404,323437.5,268347.5
Sinme_4013,0.0329,0.3143,0.10458,325533,270443
Sinme_4014,0.00295,0.0885,0.020565,326681.25,271591.25
Sinme_4015,0.004,0.0456,0.0873,328733.5,273643.5
Sinme_4016,0.0038,0.0272,0.139,329948.5,274858.5
Sinme_4017,0,0.0237,0,330859.5,275769.5
Sinme_4018,0.0072,0.0229,0.3118,331797,276707
Sinme_4019,0.0033,0.2744,0.01191,332893.5,277803.5
Sinme_4020,0.006,0.3128,0.01908,333842,278752
Sinme_4021,0,0.1474,0,334774,279684
Sinme_4025,0.0467,0.5084,0.09191,339914.5,284824.5
Sinme_4026,0.0466,0.556,0.08386,341246,286156
Sinme_4027,0.0729,0.5347,0.13636,342322.5,287232.5
Sinme_4028,0.0111,0.1953,0.05664,343072.5,287982.5
Sinme_4029,0.0261,0.2472,0.1056,344096.5,289006.5
Sinme_4030,0.02785,0.10615,0.338745,345238.25,290148.25
Sinme_4031,0.0076,0.0409,0.18512,345828.5,290738.5
Sinme_4032,0.0123,0.1151,0.10646,347411.5,292321.5
Sinme_4033,0.0028,0.0451,0.06119,348749,293659
Sinme_4034,0.0106,0.0729,0.1459,349733,294643
Sinme_4035,0.0102,0.1413,0.072,351922.5,296832.5
Sinme_4038,0.0206,0.067,0.30807,354125.5,299035.5
Sinme_4040,0.0052,0.0915,0.05656,356931.5,301841.5
Sinme_4041,0.0062,0.0529,0.11788,357897.5,302807.5
Sinme_4042,0.0039,0.0269,0.14586,358988.5,303898.5
Sinme_4043,0.0054,0.0592,0.11128,360819.25,305729.25
Sinme_4049,0.0088,0.0221,0.3986,364281,309191
Sinme_4050,0.0075,0.077,0.09763,366039.5,310949.5
Sinme_4051,0.0225,0.0112,1.99893,367620.5,312530.5
Sinme_4052,0.0023,0.02945,0.087335,369362,314272
Sinme_4054,0.0109,0.0425,0.2559,371192.5,316102.5
Sinme_4055,0.0164,0.4093,0.04014,372039.5,316949.5
Sinme_4056,0.02145,0.4725,0.04513,373411.25,318321.25
Sinme_4058,0.0374,0.4352,0.08588,375538,320448
Sinme_4059,0.0111,0.2668,0.04144,377338,322248
Sinme_4060,0.0167,0.3528,0.04733,378494.5,323404.5
Sinme_4065,0.0102,0.25745,0.04875,384898.5,329808.5
Sinme_4066,0.0052,0.0142,0.36674,386150,331060
Sinme_4067,0.0036,0.0368,0.065705,387441.5,332351.5
Sinme_4068,0.02095,0.18105,0.121345,388741,333651
Sinme_4070,0.0198,0.224,0.08824,390647.5,335557.5
Sinme_4072,0.01525,0.3606,0.04561,392371.75,337281.75
Sinme_4073,0.0126,0.20305,0.06428,394234,339144
Sinme_4074,0.0075,0.0507,0.1478,395904.5,340814.5
Sinme_4075,0.0203,0.0244,0.82958,396765,341675
Sinme_4078,0.0121,0.1042,0.11621,398000,342910
Sinme_4079,0.0152,0.1001,0.15182,399226.5,344136.5
Sinme_4080,0.0243,0.0722,0.33578,400467,345377
Sinme_4082,0.0205,0.1475,0.13884,401487.5,346397.5
Sinme_4085,0.0121,0.137,0.08837,403034,347944
Sinme_4087,0.0044,0.199,0.02188,404657.5,349567.5
Sinme_4088,0.00283333333333333,0.048,0.190776666666667,407223.166666667,352133.166666667
Sinme_4091,0.0071,0.0686,0.10339,410304.5,355214.5
Sinme_4092,0.0093,0.0428,0.21753,411961.5,356871.5
Sinme_4095,0.0095,0.0524,0.18057,414140,359050
Sinme_4097,0.0076,0.0644,0.11773,416609,361519
Sinme_4098,0.0182,0.1367,0.13296,417980.5,362890.5
Sinme_4112,0.0059,0.0193,0.30694,427250.5,372160.5
Sinme_4113,0.01885,0.1301,0.152935,428219,373129
Sinme_4115,0.00475,0.1527,0.031815,430923.5,375833.5
Sinme_4116,0.0043,0.2795,0.01544,432395.5,377305.5
Sinme_4117,0.0107,0.177,0.06065,433347,378257
Sinme_4118,0.0064,0.1005,0.06352,434305,379215
Sinme_4121,0.0035,0.1445,0.02426,437822,382732
Sinme_4122,0.0163,0.198,0.08239,439378,384288
Sinme_4124,0.0025,0.248,0.01,440535.5,385445.5
Sinme_4125,0.004,0.0787,0.05101,441634,386544
Sinme_4126,0.00305,0.0307,0.113185,443276,388186
Sinme_4127,0.00275,0.0576,0.040495,444903.5,389813.5
Sinme_4128,0.0205,0.1309,0.15663,445959.5,390869.5
Sinme_4129,0.0185,0.0864,0.21464,446851,391761
Sinme_4130,0.025,0.2042,0.12242,447847.5,392757.5
Sinme_4131,0.001,0.0747,0.01384,448974.5,393884.5
Sinme_4132,0.0105,0.0899,0.117,450079.5,394989.5
Sinme_4135,0.00155,0.05815,0.02904,453325.5,398235.5
Sinme_4138,0.0171,0.1007,0.16948,456849.5,401759.5
Sinme_4140,0.0086,0.0997,0.08659,457985,402895
Sinme_4142,0.0086,0.0823,0.10489,459712,404622
Sinme_4143,0.0104,0.0412,0.25152,460891,405801
Sinme_4144,0.0046,0.153,0.02998,461796,406706
Sinme_4146,0.0055,0.1224,0.04514,463509.5,408419.5
Sinme_4147,0.0124666666666667,0.113566666666667,0.0938416666666667,466262.166666667,411172.166666667
Sinme_4148,0.0222,0.3388,0.06561,468450,413360
Sinme_4149,0.0131,0.1433,0.0912,469478,414388
Sinme_4150,0.0174,0.3044,0.05701,470933.5,415843.5
Sinme_4151,0.0084,0.0905,0.09289,471949.5,416859.5
Sinme_4152,0.0152,0.169,0.08977,473376.5,418286.5
Sinme_4153,0.03345,0.1809,0.169255,475014.25,419924.25
Sinme_4154,0.0049,0.0302,0.16283,476451.5,421361.5
Sinme_4155,0.0051,0.0842,0.06078,477600,422510
Sinme_4156,0.0067,0.1606,0.04173,478888.5,423798.5
Sinme_4163,0.0299,0.11805,0.253685,488066.75,432976.75
Sinme_4164,0.011,0.108,0.10224,489640,434550
Sinme_4165,0.0081,0.0574,0.1413,490936.5,435846.5
Sinme_4167,0.0174,0.1454,0.11997,492311,437221
Sinme_4168,0.0149,0.1697,0.08761,493610.5,438520.5
Sinme_4169,0.00675,0.1115,0.063125,495105.25,440015.25
Sinme_4172,0.0154,0.1928,0.07976,499026,443936
Sinme_4175,0,0.1202,0,500331,445241
Sinme_4176,0.0135,0.3056,0.04419,501693,446603
Sinme_4177,0.00625,0.12245,0.051565,503454.5,448364.5
Sinme_4178,0.01425,0.08385,0.158765,505478.25,450388.25
Sinme_4179,0.0107,0.0171,0.62548,507165.5,452075.5
Sinme_4180,0.0094,0.0623,0.15071,507985,452895
Sinme_4181,0.00595,0.03765,0.15647,509487,454397
Sinme_4182,0.0111,0.0275,0.40232,510951,455861
Sinme_4183,0.0078,0.0414,0.18943,511889,456799
Sinme_4185,0.0169,0.0719,0.23546,514069.5,458979.5
Sinme_4188,0.0087,0.0811,0.10695,516159,461069
Sinme_4190,0.0137,0.0448,0.30562,518954,463864
Sinme_4192,0.0153,0.0995,0.15403,520308.5,465218.5
Sinme_4193,0.0126,0.0972,0.12956,521681.5,466591.5
Sinme_4194,0.0038,0.0461,0.08185,522684,467594
Sinme_4195,0.00525,0.05515,0.14236,524124.75,469034.75
Sinme_4196,0.0062,0.0069,0.89941,525333.5,470243.5
Sinme_4197,0.0103,0.0157,0.65693,527467,472377
Sinme_4198,0.0027,0.0561,0.04904,528381.5,473291.5
Sinme_4200,0.004,0.0443,0.099815,530283.75,475193.75
Sinme_4201,0.0036,0.0439,0.0814,532013.5,476923.5
Sinme_4203,0.0042,0.0648,0.06417,533012,477922
Sinme_4207,0.0273,0.0325,0.84197,535557,480467
Sinme_4209,0.0391,0.2762,0.14148,538433,483343
Sinme_4210,0.0364,0.3347,0.10877,540168.5,485078.5
Sinme_4211,0.0559,0.1938,0.28856,541443,486353
Sinme_4217,0.0041,0.0485,0.055555,547541.25,492451.25
Sinme_4220,0.023,0.07295,0.307055,552712.5,497622.5
Sinme_4221,0.0227,0.0462,0.49259,553917,498827
Sinme_4222,0.0239,0.059025,0.4365725,555622,500532
Sinme_4224,0.0232,0.1185,0.19556,558864,503774
Sinme_4226,0.0207,0.0935,0.22124,560292.5,505202.5
Sinme_4227,0.0241,0.1309,0.18452,561716.5,506626.5
Sinme_4228,0.0069,0.0671,0.10276,563035,507945
Sinme_4231,0.0188,0.3152,0.05952,565723,510633
Sinme_4241,0.1473,0.2743,0.53702,576691.5,521601.5
Sinme_4242,0.0432,0.2126,0.20342,577103,522013
Sinme_4243,0.0142,0.0691,0.20542,578515.5,523425.5
Sinme_4244,0.0307,0.0446,0.68677,579711.5,524621.5
Sinme_4245,0.0395,0.1023,0.38638,580973,525883
Sinme_4246,0.0406,0.2054,0.19756,582539.5,527449.5
Sinme_4248,0.0539,0.32,0.16832,584792.5,529702.5
Sinme_4249,0.0335,0.4079,0.08212,586643,531553
Sinme_4250,0.0505,0.2146,0.23525,587672,532582
Sinme_4252,0.0205,0.1834,0.11165,588775,533685
Sinme_4253,0.0056,0.1251,0.0445,589598.5,534508.5
Sinme_4254,0.0253,0.1084,0.23377,590479.5,535389.5
Sinme_4255,0,0.0126,0,591404.5,536314.5
Sinme_4256,0.0153,0.06535,0.23573,593318,538228
Sinme_4257,0.0154,0.16,0.09637,595002.5,539912.5
Sinme_4259,0.0193,0.1469,0.13148,596632.5,541542.5
Sinme_4261,0.0252,0.1649,0.15274,598698,543608
Sinme_4263,0.0157,0.2016,0.07787,600754.5,545664.5
Sinme_4264,0.0202,0.1827,0.11082,602365,547275
Sinme_4266,0.0959,0.555,0.17287,603672,548582
Sinme_4267,0.08015,0.29235,0.258045,605300.75,550210.75
Sinme_4268,0.02404,0.249,0.097858,608263.7,553173.7
Sinme_4269,0.0286,0.4972,0.05754,610401,555311
Sinme_4271,0.0741,1.5047,0.04927,611479,556389
Sinme_4282,0.1527,2.6488,0.05764,623125.5,568035.5
Sinme_4283,0.0709,2.1566,0.03286,623602.5,568512.5
Sinme_4285,0.0620333333333333,1.0679,0.0639933333333333,625461.5,570371.5
Sinme_4288,0.0236,0.1653,0.14253,631540.5,576450.5
Sinme_4290,0.0175,0.1724,0.10128,633997,578907
Sinme_4292,0.0171,0.1944,0.08806,635435.5,580345.5
Sinme_4293,0.0331,0.1228,0.26964,636841.5,581751.5
Sinme_4294,0.0216,0.1265,0.17085,638674,583584
Sinme_4295,0.0051,0.5369,0.00948,639863,584773
Sinme_4297,0.0277,0.1721,0.16088,640904.5,585814.5
Sinme_4300,0.0169,0.1566,0.10762,643187.5,588097.5
Sinme_4301,0.0054,0.1704,0.03183,644648.5,589558.5
Sinme_4303,0.032,0.3614,0.08854,645801.5,590711.5
Sinme_4304,0.0081,0.1387,0.0583,646886,591796
Sinme_4307,0.035,0.2176,0.16089,650871.5,595781.5
Sinme_4309,0,0,0,653675.5,598585.5
Sinme_4310,0.2078,0.3768,0.55145,654211,599121
Sinme_4311,0.033,0.2041,0.16186,655445.5,600355.5
Sinme_4312,0.0147,0.1048,0.14002,656738.5,601648.5
Sinme_4314,0.0085,0.2263,0.03777,657675.5,602585.5
Sinme_4315,0.0464,0.405,0.11458,658952.5,603862.5
Sinme_4316,0.0397,0.2425,0.16371,660491.5,605401.5
Sinme_4317,0.0531,0.3496,0.15188,661854,606764
Sinme_4325,0.0187,0.1882,0.09961,669588.5,614498.5
Sinme_4387,0.0028,0.069,0.04111,731749.5,676659.5
Sinme_4389,0,0.0735,0,734402,679312
Sinme_4390,0.0194,0.0911,0.21255,735153,680063
Sinme_4392,0.0087,0.2148,0.04042,737199.5,682109.5
Sinme_4393,0.01935,0.2484,0.08403,738824,683734
Sinme_4394,0.0165,0.1595,0.10369,740095,685005
Sinme_4397,0.0588,0.1326,0.4431,741778,686688
Sinme_4398,0.0293,0.1912,0.15324,743554,688464
Sinme_4399,0.0016,0.2818,0.0057,744414,689324
Sinme_4402,0.0126,0.1964,0.06399,748679.5,693589.5
Sinme_4404,0.01275,0.14375,0.09135,750150.5,695060.5
Sinme_4405,0.0109,0.0332333333333333,NA,751933.333333333,696843.333333333
Sinme_4406,0.0049,0.0370666666666667,0.16955,754634.666666667,699544.666666667
Sinme_4407,0,0.2001,0,756862,701772
Sinme_4409,0.0051,0.1079,0.0475,759103,704013
Sinme_4410,0.0044,0.0776,0.05715,760155,705065
Sinme_4412,0.0016,0.0496,0.03209,761560.5,706470.5
Sinme_4414,0.0101,0.0904,0.11136,762573.5,707483.5
Sinme_4416,0.0034,0.0374,0.09169,763773,708683
Sinme_4417,0.01135,0.0511,0.24579,765615,710525
Sinme_4418,0.0186,0.1367,0.132215,766915.25,711825.25
Sinme_4419,0.0257,0.1636,0.15731,768011,712921
Sinme_4426,0.0112,0.2391,0.04685,772406.5,717316.5
Sinme_4430,0.008,0.1561,0.0513,776299.5,721209.5
Sinme_4432,0,0.0593,0,777026.5,721936.5
Sinme_4433,0.0069,0.0363,0.18968,777635.5,722545.5
Sinme_4435,0.009,0.0302,0.29821,778281,723191
Sinme_4436,0.0034,0.0486,0.07031,779267,724177
Sinme_4437,0.0028,0.0095,0.29574,780278.5,725188.5
Sinme_4438,0.0092,0.0284,0.33857,781725.25,726635.25
Sinme_4439,0.0091,0.0193,0.47398,783056.5,727966.5
Sinme_4440,0.0051,0.0125,0.41082,784356,729266
Sinme_4441,0.0011,0.0108,0.09966,785814.5,730724.5
Sinme_4442,0.0014,0.0107,0.13278,787085,731995
Sinme_4443,0.002,0.0617,0.03195,788485,733395
Sinme_4445,0.0046,0.0177,0.26028,789856.5,734766.5
Sinme_4446,0.0071,0.012,0.59248,790687,735597
Sinme_4448,0.0161,0.0866,0.18635,792522.5,737432.5
Sinme_4453,0.0205,0.0582,0.35194,795044,739954
Sinme_4456,0.0031,0.1497,0.02082,798099.5,743009.5
Sinme_4458,0.0162,0.0644,0.25126,801378,746288
Sinme_4461,0.0511,0.1333,0.38346,804255.5,749165.5
Sinme_4463,0.0125,0.0922,0.13561,804991.5,749901.5
Sinme_4466,0.0097,0.0983,0.09826,806749,751659
Sinme_4469,0.0141,0.0775,0.18165,809966.5,754876.5
Sinme_4472,0.0262,0.4081,0.06419,812492.5,757402.5
Sinme_4474,0.0218,0.2788,0.07812,814246,759156
Sinme_4475,0.004,0.1464,0.02753,816010,760920
Sinme_4477,0.0319,0.2733,0.11691,818065,762975
Sinme_4480,0.0037,0.0638,0.05834,821442,766352
Sinme_4482,0.0165,0.0206,0.8022,824054.5,768964.5
Sinme_4483,0.00415,0.05235,0.07533,825469.25,770379.25
Sinme_4489,0.0026,0.0311,0.08519,830308,775218
Sinme_4491,0.0007,0.0705,0.00965,832045,776955
Sinme_4495,0,0.0283,0,835390,780300
Sinme_4504,0.0173,0.0364,0.47492,840193.5,785103.5
Sinme_4509,0.0012,0.0511,0.02402,843417,902268
Sinme_4512,0.0101,0.0823,0.12256,846489.5,899195.5
Sinme_4514,0.006,0.1355,0.04391,847558,898127
Sinme_4518,0.0049,0.0805,0.06112,849367,896318
Sinme_4520,0.044,0.221,0.19927,851244.5,894440.5
Sinme_4522,0.0392,0.2341,0.16764,852599.5,893085.5
Sinme_4524,0.0012,0.0302,0.0383,856563,889122
Sinme_4525,0.0079,0,NA,857574.5,888110.5
Sinme_4527,0.004,0.0162,0.2466,858392,887293
Sinme_4529,0,0,0,860672.5,885012.5
Sinme_4530,0.0017,0.0125,0.13891,861604.5,884080.5
