"X"	"Id"	"Start"	"End"	"tmp_pos"	"Exp"
"37"	12	"BSU00130"	20879	22157	21518	593.218847942524
"38"	4129	"BSU40830"	4193263	4194163	21893	118.627186091457
"39"	13	"BSU00140"	22495	23149	22822	116.92373476673
"40"	4128	"BSU40820"	4191197	4193267	23374	139.715554202928
"41"	14	"BSU00150"	23145	23769	23457	105.528841937616
"42"	15	"BSU00160"	23867	25151	24509	5.03585015082856
"43"	4127	"BSU40810"	4190208	4191126	24939	4.03305432929254
"44"	16	"BSU00170"	25220	25766	25493	2.71672281448891
"45"	4126	"BSU40800"	4189795	4190212	25602.5	1.15155303650856
"46"	4125	"BSU40790"	4189405	4189645	26081	4.64645860721942
"47"	17	"BSU00180"	25851	26337	26094	14.991181574403
"48"	18	"BSU_misc_RNA_2"	26532	26635	26583.5	10071.7623605298
"49"	4124	"BSU40770"	4187680	4189057	27237.5	87.2154790742047
"50"	19	"BSU00190"	26813	28505	27659	286.143421995342
"51"	20	"BSU00200"	28528	28852	28690	106.00807050382
"52"	4123	"BSU40760"	4186607	4187174	28715.5	39.8947254547418
"53"	21	"BSU00210"	28866	29463	29164.5	101.127949500548
"54"	4122	"BSU40750"	4186091	4186448	29336.5	28.4559414800606
"55"	22	"BSU00220"	29480	29705	29592.5	26.9042837790428
"56"	23	"BSU00230"	29771	30035	29903	4.10870654166712
"57"	4121	"BSU40740"	4185159	4185681	30186	3.74220398143772
"58"	4120	"BSU40730"	4184459	4185065	30844	11.3130874307007
"59"	4119	"BSU40720"	4184016	4184463	31366.5	11.4156616967328
"60"	4118	"BSU40710"	4183444	4183897	31935.5	20.8739075151458
"61"	4117	"BSU40700"	4182635	4183298	32639.5	36.159415188731
"62"	4116	"BSU40690"	4181981	4182461	33385	13.0896500769857
"63"	4115	"BSU40680"	4181455	4181899	33929	6.40874800126004
"64"	4114	"BSU40670"	4180563	4181442	34603.5	18.8588092540808
"65"	24	"BSU00240"	35530	35725	35627.5	1.64550339953709
"66"	4113	"BSU40660"	4179162	4180377	35836.5	23.1689310723845
"67"	25	"BSU00250"	35844	36459	36151.5	108.130142679307
"68"	4112	"BSU40650"	4178290	4179130	36896	56.4373354284898
"69"	26	"BSU00260"	36477	37638	37057.5	198.796747314643
"70"	4111	"BSU40640"	4177755	4178145	37656	2.67645318439613
"71"	4110	"BSU40630"	4176899	4177688	38312.5	7.26721426993381
"72"	27	"BSU00270"	37719	39162	38440.5	126.211757072272
"73"	4109	"BSU40620"	4175868	4176525	39409.5	95.2581394003938
"74"	28	"BSU00280"	39158	39797	39477.5	73.5409445509684
"75"	29	"BSU00290"	39870	40200	40035	116.189198262366
"76"	4108	"BSU40610"	4175116	4175872	40112	33.8287304578242
"77"	30	"BSU00300"	40212	40653	40432.5	122.207363752561
"78"	4107	"BSU40600"	4174409	4175120	40841.5	35.6745920526154
"79"	31	"BSU00310"	40664	41654	41159	245.3766568536
"80"	4106	"BSU40590"	4173664	4174420	41564	68.4216536491433
"81"	32	"BSU00320"	41656	42484	42070	271.273211194389
"82"	4105	"BSU40580"	4173113	4173551	42274	1053.60743362151
"83"	33	"BSU00330"	42498	42858	42678	148.663241978179
"84"	34	"BSU00340"	42916	43660	43288	54.8218746084529
"85"	35	"BSU00350"	43646	43946	43796	23.7553443498591
"86"	36	"BSU00360"	43920	44799	44359.5	92.7867155799508
"87"	4104	"BSU40570"	4170044	4171352	44908	5.56145474421751
"88"	37	"BSU00370"	44847	45138	44992.5	694.670445609956
"89"	4103	"BSU40560"	4169165	4169612	46217.5	1.85402450187737
"90"	38	"BSU00380"	45632	47627	46629.5	726.083637424211
"91"	4102	"BSU40550"	4168203	4169133	46938	925.215358804682
"92"	4101	"BSU40540"	4167621	4167999	47796	18.3170091819649
"93"	39	"BSU00390"	47705	48473	48089	43.6890800877431
"94"	4100	"BSU40530"	4167109	4167592	48255.5	0.938742148850543
"95"	4099	"BSU40529"	4166814	4166964	48717	1.32159814895798
"96"	40	"BSU00400"	48628	49942	49285	335.998695277181
"97"	4098	"BSU40520"	4165658	4166588	49483	51.8084351793269
"98"	41	"BSU00410"	50086	50647	50366.5	42.5241611128442
"99"	4097	"BSU40510"	4163642	4165622	50974	249.592817279949
"100"	42	"BSU00420"	50639	51518	51078.5	74.0758479961206
"101"	43	"BSU00430"	51679	52552	52115.5	2.76108727938241
"102"	4096	"BSU40500"	4163196	4163646	52185	153.538201905838
"103"	44	"BSU00440"	52762	53023	52892.5	515.172385611506
"104"	45	"BSU00450"	53182	53368	53275	2.98924431829966
"105"	4095	"BSU40490"	4161102	4163160	53475	68.3806330729345
"106"	46	"BSU00460"	53515	54385	53950	114.57570501182
"107"	47	"BSU00470"	54440	55298	54869	273.907709079942
"108"	4094	"BSU40480"	4159789	4160998	55212.5	350.918497948937
"109"	48	"BSU00480"	55294	55672	55483	290.454784379387
"110"	4093	"BSU40470"	4159576	4159717	55959.5	29.6439619925985
"111"	49	"BSU00490"	55865	56159	56012	1187.52433525878
"112"	4092	"BSU40460"	4159252	4159456	56252	0.403715342625417
"113"	4091	"BSU40450"	4159004	4159205	56501.5	1.63357754820677
"114"	50	"BSU00500"	56351	57722	57036.5	588.65923638677
"115"	4090	"BSU40440"	4157470	4158835	57453.5	153.713687474829
"116"	51	"BSU00510"	57744	58698	58221	493.926118483976
"117"	4089	"BSU40430"	4156930	4157350	58466	1.98664404815412
"118"	52	"BSU00520"	58782	59397	59089.5	706.896480540997
"119"	4088	"BSU40420"	4155432	4156725	59527.5	607.060392303653
"120"	53	"BSU00530"	59503	60070	59786.5	123.418777116566
"121"	54	"BSU00540"	60129	60360	60244.5	39.9571226447009
"122"	4087	"BSU40410"	4153695	4154403	61557	90.0887756546697
"123"	55	"BSU00550"	60429	63963	62196	460.994331241924
"124"	4086	"BSU40400"	4151852	4153688	62836	178.778309798324
"125"	56	"BSU00560"	64098	64635	64366.5	74.2027120987183
"126"	4085	"BSU40390"	4150495	4151863	64427	121.245966068388
"127"	4084	"BSU40380"	4149666	4150509	65518.5	96.1374364786961
"128"	57	"BSU00570"	64816	66415	65615.5	65.490151949859
"129"	4083	"BSU40370"	4148850	4149645	66358.5	87.611959539572
"130"	58	"BSU00580"	66404	67874	67139	225.921443110901
"131"	4082	"BSU40360"	4147566	4148769	67438.5	92.6943584376673
"132"	59	"BSU00590"	67876	68137	68006.5	95.2185454312968
"133"	60	"BSU00600"	68215	68518	68366.5	77.7409178533398
"134"	61	"BSU00610"	68514	69150	68832	91.9564584710042
"135"	4081	"BSU40350"	4145746	4147132	69167	61.8642055057077
"136"	62	"BSU00620"	69167	69545	69356	188.833476334925
"137"	63	"BSU00630"	69625	70012	69818.5	580.352567298361
"138"	4080	"BSU40340"	4144300	4145506	70703	31.2040640912808
"139"	64	"BSU00640"	70537	73021	71779	28.9357815986918
"140"	4079	"BSU40330"	4142674	4144078	72230	97.7272295914195
"141"	4078	"BSU40320"	4141710	4142601	73450.5	103.490485258688
"142"	65	"BSU00650"	73105	73843	73474	16.0660666139294
"143"	4077	"BSU40310"	4141357	4141474	74190.5	16.3181408245129
"144"	66	"BSU00660"	73808	74825	74316.5	7.25714289112643
"145"	4076	"BSU40300"	4140259	4141357	74798	108.071296608668
"146"	67	"BSU00670"	74928	76347	75637.5	388.384614329249
"147"	4075	"BSU40290"	4139678	4140149	75692.5	7.63510682458752
"148"	4074	"BSU40280"	4138799	4139537	76438	1.7688536087457
"149"	68	"BSU00680"	76343	76886	76614.5	236.344616307754
"150"	4073	"BSU40270"	4137625	4138789	77399	2.07175414360515
"151"	69	"BSU00690"	76983	78897	77940	2782.88484955094
"152"	4072	"BSU40260"	4137361	4137610	78120.5	0.501271855447573
"153"	4071	"BSU40259"	4137086	4137257	78434.5	0.719990184910073
"154"	4070	"BSU40250"	4135797	4137024	79195.5	15.7366856477381
"155"	70	"BSU00700"	79091	79868	79479.5	81.756922508608
"156"	4069	"BSU40240"	4135350	4135764	80049	5.90180998634187
"157"	71	"BSU00710"	79879	80755	80317	176.860424682657
"158"	4068	"BSU40239"	4134995	4135166	80525.5	6.94720836916428
"159"	4067	"BSU40230"	4134435	4134915	80931	45.8908745093843
"160"	72	"BSU00720"	80801	81695	81248	98.2742070774183
"161"	4066	"BSU40220"	4132728	4134174	82155	169.511257013387
"162"	73	"BSU00730"	81770	82697	82233.5	684.719895382534
"163"	4065	"BSU40210"	4132337	4132736	83069.5	18.335119609928
"164"	74	"BSU00740"	82863	84276	83569.5	89.1124229748029
"165"	4064	"BSU40200"	4130577	4132338	84148.5	214.367672847441
"166"	75	"BSU00750"	84289	84874	84581.5	99.8937261283896
"167"	76	"BSU00760"	84873	85755	85314	71.5188476361196
"168"	77	"BSU00770"	85736	86594	86165	124.286931914409
"169"	4063	"BSU40190"	4128028	4130044	86570	140.783077341826
"170"	78	"BSU00780"	86586	86949	86767.5	54.7034598752027
"171"	79	"BSU00790"	86945	87449	87197	124.929862416983
"172"	80	"BSU00800"	87400	87610	87505	51.361318772131
"173"	4062	"BSU40180"	4127497	4127647	88034	21.6772968413234
"174"	81	"BSU00810"	87633	88635	88134	406.473385574108
"175"	4061	"BSU40170"	4126480	4127440	88646	10.9751381184819
"176"	82	"BSU00820"	88726	90226	89476	625.751723368531
"177"	4060	"BSU40160"	4125741	4126500	89485.5	25.5198002647888
"178"	4059	"BSU40150"	4124962	4125592	90329	80.4031414036168
"179"	4058	"BSU40140"	4124219	4124942	91025.5	100.936021380837
"180"	4057	"BSU40139"	4123930	4124089	91596.5	16.9726358410916
"181"	4056	"BSU40130"	4123192	4123903	92058.5	71.4111651941194
"182"	4055	"BSU40120"	4122618	4122849	92872.5	56.5817161233988
"183"	4054	"BSU40110"	4121165	4122605	93721	354.045460934388
"184"	4053	"BSU40100"	4119526	4121056	95315	2236.44288140357
"185"	4052	"BSU40090"	4118949	4119513	96375	1254.39187303992
"186"	4051	"BSU40080"	4117079	4118486	97823.5	428.84281378589
"187"	4050	"BSU40070"	4115710	4117057	99222.5	146.543143787643
"188"	4049	"BSU40060"	4114140	4115682	100695	108.128490540163
"189"	83	"BSU00830"	101448	101913	101680.5	40.4135602980054
"190"	4048	"BSU40050"	4113416	4114148	101824	34.4760978422529
"191"	84	"BSU00840"	101926	102484	102205	60.8794183146321
"192"	4047	"BSU40040"	4112072	4113221	102959.5	13.9194833819253
"193"	85	"BSU00850"	102483	103575	103029	138.643214464791
"194"	4046	"BSU40030"	4110948	4111980	104142	29.6621861759329
"195"	86	"BSU00860"	103571	106004	104787.5	493.875780425261
"196"	4045	"BSU40022"	4110216	4110909	105043.5	12.1892615603327
"197"	4044	"BSU40021"	4109842	4110247	105561.5	3.32334815185138
"198"	4043	"BSU40010"	4109184	4109616	106206	15.1752959834306
"199"	87	"BSU00870"	106095	107472	106783.5	64.93418436411
"200"	4042	"BSU40000"	4108057	4109128	107013.5	10.2206278181352
"201"	4041	"BSU39990"	4107351	4107927	107967	95.22152383715
"202"	88	"BSU00880"	107475	108558	108016.5	42.1494319744208
"203"	4040	"BSU39980"	4106244	4107258	108855	6.18822450724732
"204"	89	"BSU00890"	108673	109774	109223.5	66.6795185784004
"205"	4039	"BSU39970"	4104928	4106137	110073.5	6.35710030958094
"206"	90	"BSU00900"	109788	110487	110137.5	63.1135637949439
"207"	91	"BSU00910"	110479	110956	110717.5	19.5736282907429
"208"	4038	"BSU39960"	4104443	4104899	110935	157.052320836674
"209"	4037	"BSU39950"	4103761	4104187	111632	13.1537241722398
"210"	92	"BSU00920"	111046	112498	111772	802.365413219985
"211"	4036	"BSU39940"	4102428	4103661	112561.5	168.152721315405
"212"	93	"BSU00930"	112799	113453	113126	45.3979051470831
"213"	4035	"BSU39930"	4101165	4102365	113841	18.7598935671258
"214"	94	"BSU00940"	113449	114850	114149.5	146.61474013889
"215"	95	"BSU00950"	114853	115285	115069	28.6052697600164
"216"	4034	"BSU39920"	4098925	4101169	115559	42.0888572567025
"217"	96	"BSU00960"	115268	116018	115643	62.2574918382495
"218"	97	"BSU00970"	116024	116537	116280.5	50.2824483230452
"219"	98	"BSU00980"	116599	117256	116927.5	226.696398979421
"220"	4033	"BSU39910"	4098422	4098905	116942.5	11.3413225603913
"221"	4032	"BSU39900"	4098149	4098419	117322	10.4855028690544
"222"	99	"BSU00990"	117348	117498	117423	117.079495861197
"223"	100	"BSU01000"	117531	117711	117621	85.9014225134374
"224"	4031	"BSU39890"	4097415	4098150	117823.5	43.571021365904
"225"	101	"BSU01010"	117889	118423	118156	131.64474044698
"226"	102	"BSU01020"	118590	119016	118803	4813.84040232233
"227"	4030	"BSU39880"	4095914	4096907	119195.5	96.732614671426
"228"	103	"BSU01030"	119110	119809	119459.5	2493.56756117014
"229"	4029	"BSU39870"	4095355	4095835	120011	20.7340943736737
"230"	104	"BSU01040"	120060	120561	120310.5	4772.69552793437
"231"	105	"BSU01050"	120606	120978	120792	3799.67026159464
"232"	4028	"BSU39860"	4093979	4095317	120958	17.1743890928119
"233"	106	"BSU01060"	121067	121673	121370	58.3097312714381
"234"	4027	"BSU39850"	4092694	4093837	122340.5	27.9363170999578
"235"	4026	"BSU39840"	4091844	4092666	123351	3.19672469842675
"236"	107	"BSU01070"	121918	125500	123709	3056.72735581474
"237"	4025	"BSU39830"	4091476	4091728	124004	12.1876533662365
"238"	4024	"BSU39820"	4089428	4091309	125237.5	631.901207146705
"239"	4023	"BSU39810"	4088001	4089387	126912	17.7278482636769
"240"	108	"BSU01080"	125561	129161	127361	3996.19210032452
"241"	4022	"BSU39800"	4087455	4087764	127996.5	26.2069184822714
"242"	4021	"BSU39790"	4086801	4087452	128479.5	66.7990651448578
"243"	109	"BSU01090"	129339	129588	129463.5	1056.35921721035
"244"	4020	"BSU39780"	4085607	4086540	129532.5	251.024135971521
"245"	110	"BSU01100"	129701	130118	129909.5	3467.57739000667
"246"	111	"BSU01110"	130159	130630	130394.5	2666.26133662686
"247"	4019	"BSU39770"	4084798	4085554	130430	103.995456533834
"248"	112	"BSU01120"	130683	132762	131722.5	14335.7828802199
"249"	4018	"BSU39760"	4082919	4084383	131955	53.4979032342969
"250"	4017	"BSU39750"	4082029	4082845	133169	22.9546578122589
"251"	113	"BSU01130"	132881	134072	133476.5	22989.7881963537
"252"	4016	"BSU39740"	4081028	4082006	134089	39.8800274915348
"253"	114	"BSU01140"	134170	135127	134648.5	23.6772989258027
"254"	115	"BSU01150"	135363	135672	135517.5	962.346431556741
"255"	4015	"BSU39730"	4079082	4080996	135567	87.654977280466
"256"	116	"BSU01160"	135711	136341	136026	2966.36192954099
"257"	117	"BSU01170"	136368	136992	136680	1719.23589576574
"258"	4014	"BSU39720"	4078172	4079066	136987	34.6402472069595
"259"	118	"BSU01180"	136991	137279	137135	1238.4952186432
"260"	119	"BSU01190"	137310	138144	137727	3124.16415980392
"261"	4013	"BSU39710"	4076841	4078158	138106.5	59.128812837359
"262"	120	"BSU01200"	138201	138480	138340.5	1050.90952729253
"263"	121	"BSU01210"	138496	138838	138667	1049.10936189775
"264"	122	"BSU01220"	138841	139498	139169.5	1421.23527078757
"265"	4012	"BSU39700"	4075784	4076819	139304.5	53.0363460102055
"266"	123	"BSU01230"	139499	139934	139716.5	720.09464106299
"267"	124	"BSU01240"	139923	140124	140023.5	368.94675170333
"268"	4011	"BSU39690"	4074895	4075765	140276	31.8855077969427
"269"	125	"BSU01250"	140146	140410	140278	463.507651185139
"270"	126	"BSU01260"	140450	140819	140634.5	924.168261463563
"271"	127	"BSU01270"	140856	141168	141012	903.733115035359
"272"	4010	"BSU39680"	4073973	4074810	141214.5	32.5171003858377
"273"	128	"BSU01280"	141194	141734	141464	1008.54661544973
"274"	129	"BSU01290"	141756	141942	141849	397.90791254644
"275"	4009	"BSU39670"	4073080	4073953	142089.5	30.8562697925835
"276"	130	"BSU01300"	141973	142372	142172.5	864.065857371946
"277"	131	"BSU01310"	142401	142941	142671	1101.89055829857
"278"	4008	"BSU39660"	4072283	4072973	142978	29.0291665827358
"279"	132	"BSU01320"	142973	143336	143154.5	1071.96795211638
"280"	133	"BSU01330"	143360	143861	143610.5	1162.4458863621
"281"	4007	"BSU39650"	4071309	4072287	143808	37.7452964292226
"282"	134	"BSU01340"	143874	144054	143964	417.873356340318
"283"	135	"BSU01350"	144084	144525	144304.5	1394.4936966087
"284"	4006	"BSU39640"	4070392	4071166	144827	4.11135875257873
"285"	136	"BSU01360"	144526	145822	145174	3499.8691566743
"286"	4005	"BSU39630"	4068549	4070418	146122.5	12.907227349496
"287"	137	"BSU01370"	145876	146530	146203	1788.47353916973
"288"	138	"BSU01380"	146526	147273	146899.5	1629.80885906928
"289"	4004	"BSU39620"	4068188	4068536	147244	4.02672046919808
"290"	139	"BSU01389"	147311	147536	147423.5	768.12798029888
"291"	140	"BSU01390"	147584	147803	147693.5	543.732701364325
"292"	141	"BSU01400"	147836	147950	147893	276.856153769085
"293"	4003	"BSU39610"	4067182	4068148	147941	1264.88747014431
"294"	142	"BSU01410"	147972	148338	148155	1253.03439009981
"295"	143	"BSU01420"	148358	148754	148556	992.827724379615
"296"	4002	"BSU39600"	4066606	4067005	148800.5	101.743378868385
"297"	4001	"BSU39590"	4066209	4066563	149220	0.439569578667347
"298"	144	"BSU01430"	148930	149875	149402.5	4148.03778404565
"299"	4000	"BSU39580"	4065596	4065962	149827	0.497028411100934
"300"	145	"BSU01440"	149952	150315	150133.5	1644.76895365042
"301"	3999	"BSU39570"	4065073	4065508	150315.5	17.4545402853375
"302"	3998	"BSU39560"	4064535	4065093	150792	13.1536719676958
"303"	146	"BSU01450"	150442	151288	150865	90.7198977053179
"304"	3997	"BSU39550"	4063683	4064496	151516.5	163.54073409143
"305"	147	"BSU01470"	152129	152927	152528	105.749047557113
"306"	3996	"BSU39540"	4062542	4063529	152570.5	32.8811826983455
"307"	3995	"BSU39530"	4062328	4062556	153164	0.270271639156483
"308"	148	"BSU01480"	152936	153680	153308	591.17133475255
"309"	149	"BSU01490"	153841	154279	154060	2494.69899661412
"310"	3994	"BSU39520"	4060817	4062143	154126	25.4736930335242
"311"	150	"BSU01500"	154299	154692	154495.5	1469.09953738755
"312"	3993	"BSU39510"	4060306	4060804	155051	11.2978367342244
"313"	151	"BSU01510"	155155	155923	155539	103.785739275355
"314"	3992	"BSU39500"	4059487	4060282	155721.5	24.6249979104876
"315"	152	"BSU01520"	156108	156552	156330	1.73393108247142
"316"	3991	"BSU39490"	4058790	4059465	156478.5	24.7444231720787
"317"	153	"BSU01530"	156611	157325	156968	4.83939217513058
"318"	3990	"BSU39480"	4058028	4058778	157203	26.2961973762038
"319"	154	"BSU01540"	157420	158479	157949.5	1347.53485670842
"320"	3989	"BSU39470"	4056869	4058012	158165.5	51.6294043851462
"321"	155	"BSU01550"	158514	159072	158793	2.88832847772352
"322"	3988	"BSU39460"	4055535	4056873	159402	50.7591177050412
"323"	156	"BSU01560"	159181	159778	159479.5	19.5015917735803
"324"	157	"BSU01570"	159778	160543	160160.5	0.797752892020309
"325"	3987	"BSU39450"	4054353	4055466	160696.5	66.6540351902411
"326"	3986	"BSU39440"	4053453	4054281	161739	17.6819360673201
"327"	3985	"BSU39430"	4052378	4053320	162757	65.8386989242961
"328"	3984	"BSU39420"	4051601	4052273	163669	321.599933163851
"329"	3983	"BSU39410"	4050339	4051521	164676	768.639639834518
"330"	158	"BSU_tRNA_24"	165829	165902	165865.5	145.399916701875
"331"	3982	"BSU39400"	4049008	4050310	165947	866.212758497353
"332"	3981	"BSU39390"	4047537	4048965	167355	5.48855955910798
"333"	3980	"BSU39380"	4046502	4047462	168624	6.33353182651867
"334"	3979	"BSU39370"	4045244	4046510	169729	6.638760556258
"335"	3978	"BSU39360"	4043573	4045232	171203.5	6.13912407860543
"336"	3977	"BSU39350"	4042050	4043577	172792.5	2.45611187864683
"337"	3976	"BSU39340"	4041482	4041938	173896	63.5463161601388
"338"	3975	"BSU39339"	4041008	4041173	174515.5	0.276895360789412
"339"	3974	"BSU39330"	4039465	4040875	175436	5.68735411607706
"340"	3973	"BSU39320"	4038793	4039159	176630	18.0542287466857
"341"	3972	"BSU39310"	4038512	4038782	176959	10.071940473647
"342"	159	"BSU01580"	177082	178519	177800.5	79.1067985193698
"343"	3971	"BSU39300"	4036783	4038493	177968	107.398870183012
"344"	3970	"BSU39290"	4036343	4036787	179041	52.3084190704281
"345"	160	"BSU01590"	178664	179585	179124.5	55.0967309142376
"346"	3969	"BSU39280"	4035989	4036298	179462.5	51.2812089796152
"347"	161	"BSU01600"	179594	180347	179970.5	54.6528557533554
"348"	162	"BSU01610"	180343	181354	180848.5	96.430753512869
"349"	3968	"BSU39270"	4033777	4035607	180914	709.366290530261
"350"	163	"BSU01620"	181346	182351	181848.5	150.678547687051
"351"	3967	"BSU39260"	4032345	4033755	182556	269.53262250329
"352"	164	"BSU01630"	182369	183323	182846	525.998587976466
"353"	3966	"BSU39250"	4031796	4032243	183586.5	601.474562211567
"354"	165	"BSU01640"	183413	185003	184208	120.16077229011
"355"	3965	"BSU39240"	4030709	4031645	184429	25.4576113264159
"356"	166	"BSU01650"	185193	186438	185815.5	5.01764040917475
"357"	167	"BSU01660"	186451	188380	187415.5	8.80477712552469
"358"	3964	"BSU39230"	4023543	4030548	188560.5	8673.2671959885
"359"	168	"BSU01670"	188407	189733	189070	5.89942321005918
"360"	169	"BSU01680"	189789	191157	190473	8.25410629113692
"361"	170	"BSU01690"	191182	192034	191608	13.8514665428352
"362"	3963	"BSU39220"	4023053	4023482	192338.5	273.381452916155
"363"	171	"BSU01700"	192050	192965	192507.5	27.8803383431585
"364"	3962	"BSU39210"	4022257	4022728	193113.5	30.1203071490101
"365"	172	"BSU01710"	193074	193557	193315.5	5.73139500324979
"366"	3961	"BSU39200"	4021895	4022264	193526.5	25.3036743539399
"367"	173	"BSU01720"	193569	194025	193797	12.977652649165
"368"	3960	"BSU39190"	4021428	4021845	193969.5	26.816693642929
"369"	3959	"BSU39180"	4020976	4021306	194465	14.9709645485056
"370"	3958	"BSU39170"	4020454	4020907	194925.5	31.0411768653913
"371"	174	"BSU01730"	194848	195412	195130	416.280872427967
"372"	3957	"BSU39160"	4019948	4020437	195413.5	35.7170500940863
"373"	175	"BSU01740"	195425	196052	195738.5	535.119264161096
"374"	3956	"BSU39150"	4019624	4019921	195833.5	11.8095303783703
"375"	3955	"BSU39140"	4019147	4019609	196228	17.974231968098
"376"	3954	"BSU39139"	4019004	4019136	196536	1.7104262618048
"377"	176	"BSU01750"	196212	197034	196623	110.965979057359
"378"	3953	"BSU39120"	4017507	4018656	197524.5	32.6844173789393
"379"	177	"BSU01760"	197026	198478	197752	354.519282053853
"380"	3952	"BSU39110"	4015986	4017426	198900	196.079965855135
"381"	178	"BSU01770"	198496	199843	199169.5	436.624700094494
"382"	3951	"BSU39100"	4014681	4015968	200281.5	24.205765287999
"383"	179	"BSU01780"	200276	202079	201177.5	2551.61121153665
"384"	3950	"BSU39090"	4013794	4014475	201471.5	21.9476877332091
"385"	3949	"BSU39080"	4012865	4013699	202324	111.003644342562
"386"	180	"BSU01800"	202546	203458	203002	19.6124186576841
"387"	3948	"BSU39070"	4011841	4012570	203400.5	44.6661061806787
"388"	181	"BSU01810"	203728	204364	204046	4.17207969409746
"389"	3947	"BSU39060"	4010403	4011684	204562.5	1.97047504522292
"390"	182	"BSU01820"	204350	204890	204620	5.23492131571398
"391"	183	"BSU01830"	205408	206926	206167	18.2408128279033
"392"	3946	"BSU39050"	4008142	4010203	206433.5	11.0809698477978
"393"	3945	"BSU39040"	4007802	4008093	207658.5	32.5597115370885
"394"	184	"BSU01845"	206940	209556	208248	46.5110742833953
"395"	3944	"BSU39020"	4005751	4006945	209258	139.126442876467
"396"	185	"BSU01860"	209632	210160	209896	11.1764973272753
"397"	186	"BSU01870"	210223	210514	210368.5	4.81106461491952
"398"	187	"BSU01880"	210571	210946	210758.5	13.1811311445474
"399"	3943	"BSU39010"	4004287	4005136	210894.5	43.2151247561067
"400"	188	"BSU01889"	211428	211731	211579.5	31.9040556723169
"401"	3942	"BSU39000"	4002715	4004134	212181.5	1.78782260853454
"402"	189	"BSU01890"	211858	213031	212444.5	26.2132481068381
"403"	3941	"BSU38990"	4001975	4002692	213272.5	2.01165525692175
"404"	190	"BSU01900"	213154	213469	213311.5	0.501238220969604
"405"	3940	"BSU38980"	4001328	4001979	213952.5	3.16212625395254
"406"	191	"BSU01910"	213940	214108	214024	7.8087665634157
"407"	3939	"BSU38970"	4000538	4001312	214681	4.5755583159821
"408"	192	"BSU01920"	214174	215407	214790.5	7.28332535230841
"409"	3938	"BSU38960"	3999349	4000486	215688.5	126.032428550518
"410"	193	"BSU01935"	215403	216894	216148.5	15.7501350694365
"411"	3937	"BSU38950"	3997963	3999097	217076	54.8526465694573
"412"	194	"BSU01950"	216912	217632	217272	12.8992814358233
"413"	3936	"BSU38940"	3997220	3997709	218141.5	38.8045069854613
"414"	195	"BSU01960"	217696	219040	218368	9.86506535281262
"415"	3935	"BSU38930"	3996828	3997092	218646	17.7487904875934
"416"	196	"BSU01970"	219086	219602	219344	2.13139914784306
"417"	197	"BSU01980"	219606	220032	219819	3.67477103958672
"418"	3934	"BSU38920"	3995074	3996307	219915.5	224.53193811462
"419"	198	"BSU01990"	220278	221256	220767	10.2668796294823
