"X"	"Id"	"Start"	"End"	"tmp_pos"	"Exp"
"122"	121	"SCO0141"	133569	134121	-3285518	21.7200297398782
"123"	122	"SCO0142"	134294	136100	-3284166	1.05573403562698
"124"	123	"SCO0143"	136646	137183	-3282449	0.312563977590853
"125"	124	"SCO0144"	137196	137556	-3281987	0.313490998693345
"126"	125	"SCO0145"	137560	138589	-3281289	0.832010465235639
"127"	126	"SCO0147"	138975	139467	-3280142	0.460425436217574
"128"	127	"SCO0148"	139466	139712	-3279774	0.195603576331476
"129"	128	"SCO0149"	139702	140299	-3279363	0.177835494891573
"130"	129	"SCO0150"	140367	140862	-3278749	0.262967817681115
"131"	130	"SCO0151"	141369	141708	-3277825	0.132874440494296
"132"	131	"SCO0152"	141704	143315	-3276853	0.294795896150951
"133"	132	"SCO0153"	143775	144363	-3275294	0.670089009578984
"134"	133	"SCO0154"	144703	145366	-3274329	0.147861458626722
"135"	134	"SCO0155"	145498	146122	-3273553	0.787976431940854
"136"	135	"SCO0156"	146033	146351	-3273171	0.116960401259378
"137"	136	"SCO0157"	146602	146980	-3272572	0
"138"	137	"SCO0158"	146976	148206	-3271772	0.307928872078393
"139"	138	"SCO0159"	148215	149184	-3270663	0.802963450073279
"140"	139	"SCO0160"	149507	150209	-3269505	4.62913031330331
"141"	140	"SCO0161"	150180	150525	-3269011	2.7338149631282
"142"	141	"SCO0162"	150578	151571	-3268289	0.698209003638852
"143"	142	"SCO0163"	151748	153275	-3266851	4.51865905976137
"144"	143	"SCO0164"	153397	155728	-3264801	1.76985707850076
"145"	144	"SCO0165"	155706	156120	-3263450	0.729110061006195
"146"	145	"SCO0166"	156337	157141	-3262624	6.68883882145744
"147"	146	"SCO0167"	157188	158073	-3261733	1.93718598027981
"148"	147	"SCO0168"	158731	159304	-3260345	1.5768798849842
"149"	148	"SCO0169"	159371	160025	-3259665	2.02417234527433
"150"	149	"SCO0170"	160355	161027	-3258672	1.89701471188754
"151"	150	"SCO0171"	161236	162553	-3257469	0.912353002020169
"152"	151	"SCO0172"	162660	163119	-3256473	3.45550885531445
"153"	152	"SCO0173"	163234	164017	-3255737	1.28780079594075
"154"	153	"SCO0174"	164022	164994	-3254855	2.34708823548516
"155"	154	"SCO0175"	165058	165406	-3254131	0.115106359054394
"156"	155	"SCO0176"	165459	165855	-3253706	0.0823512594820658
"157"	156	"SCO0177"	166032	166614	-3253040	0.392134173765442
"158"	157	"SCO0178"	166890	167337	-3252249	0.358452053090623
"159"	158	"SCO0179"	167443	168514	-3251385	2.39560269379984
"160"	159	"SCO0180"	168704	169556	-3250233	0.541849674597149
"161"	160	"SCO0181"	169583	170570	-3249287	1.3120580250981
"162"	161	"SCO0182"	170655	170880	-3248595	0
"163"	162	"SCO0183"	170910	172158	-3247829	0.0486691388072458
"164"	163	"SCO0184"	172169	173984	-3246287	0.360306095295607
"165"	164	"SCO0185"	173767	174946	-3245007	0.576458816374461
"166"	165	"SCO0186"	174942	176514	-3243635	0.968592990139904
"167"	166	"SCO0187"	176500	177496	-3242365	1.12108955427909
"168"	167	"SCO0188"	177492	178503	-3241365	1.11552742766413
"169"	168	"SCO0189"	178518	180087	-3240061	0.641041994416624
"170"	169	"SCO0190"	180083	180824	-3238909	0.431378421055215
"171"	170	"SCO0191"	180820	182038	-3237934	0.641041994416624
"172"	171	"SCO0192"	182308	183559	-3236429	1.5581847824418
"173"	172	"SCO0193"	183792	184797	-3235069	1.36999737493027
"174"	173	"SCO0194"	184957	185566	-3234101	1.27343143792572
"175"	174	"SCO0195"	185674	186361	-3233345	1.40460651670758
"176"	175	"SCO0196"	186482	186887	-3232679	0.577385837476952
"177"	176	"SCO0197"	187018	187459	-3232125	0.563325840447018
"178"	177	"SCO0198"	187991	188858	-3230939	0.555909671627082
"179"	178	"SCO0199"	188863	189886	-3229989	0.889022793965315
"180"	179	"SCO0200"	189924	190830	-3228986	1.43365353186994
"181"	180	"SCO0201"	190982	191654	-3228045	1.7208785787084
"182"	181	"SCO0202"	191918	192848	-3226980	0.571823710862
"183"	182	"SCO0203"	192879	194637	-3225605	10.2206727681614
"184"	183	"SCO0204"	194759	195461	-3224253	4.46303673175902
"185"	184	"SCO0207"	196385	196991	-3222675	0.115106359054394
"186"	185	"SCO0208"	197220	199917	-3220795	1.34203206136295
"187"	186	"SCO0209"	200023	200428	-3219137	1.93239619427479
"188"	187	"SCO0210"	200727	201369	-3218315	0.621419870771738
"189"	188	"SCO0211"	201373	202090	-3217631	0.364941200808067
"190"	189	"SCO0212"	202369	202843	-3216757	0.9086449176102
"191"	190	"SCO0213"	202862	204101	-3215881	1.48510373398466
"192"	191	"SCO0214"	204386	204800	-3214770	1.10903827994669
"193"	192	"SCO0215"	204880	205888	-3213979	0.623273912976722
"194"	193	"SCO0216"	206479	210181	-3211033	6.02261151492815
"195"	194	"SCO0217"	210182	211751	-3208397	1.71531645209345
"196"	195	"SCO0218"	211747	212551	-3207214	0.343465034958196
"197"	196	"SCO0219"	212550	213321	-3206427	0.705625172458788
"198"	197	"SCO0220"	213426	213870	-3205715	0.427670336645247
"199"	198	"SCO0222"	214912	215446	-3204184	2.84876664169003
"200"	199	"SCO0223"	215442	215559	-3203863	0.799255365663311
"201"	200	"SCO0224"	215806	216844	-3203038	3.02953788038164
"202"	201	"SCO0225"	216833	217268	-3202313	0.535360526879704
"203"	202	"SCO0226"	217314	218019	-3201697	2.28435909964798
"204"	203	"SCO0227"	218417	218780	-3200765	0.0636561569396715
"205"	204	"SCO0228"	218972	219059	-3200347	0.0168410603374099
"206"	205	"SCO0229"	219301	220150	-3199637	1.56560095126175
"207"	206	"SCO0230"	220149	220764	-3198907	0.968592990139904
"208"	207	"SCO0231"	221091	221247	-3198194	1.59665668912164
"209"	208	"SCO0232"	221413	221599	-3197857	0.05052318101223
"210"	209	"SCO0233"	221698	222538	-3197245	0.539995632392164
"211"	210	"SCO0234"	222826	223288	-3196306	0.0804972172770815
"212"	211	"SCO0235"	223293	224232	-3195601	1.89701471188754
"213"	212	"SCO0236"	224403	225276	-3194523	0.506313511717344
"214"	213	"SCO0237"	225475	226237	-3193507	0.0991923198194758
"215"	214	"SCO0238"	226480	227008	-3192619	0.292014832843475
"216"	215	"SCO0239"	227080	228154	-3191746	0.623273912976722
"217"	216	"SCO0240"	228713	229649	-3190182	0.230212718108788
"218"	217	"SCO0241"	229994	230669	-3189031	0.276100793608557
"219"	218	"SCO0242"	231021	231465	-3188120	5.56295948117334
"220"	219	"SCO0243"	231474	231654	-3187799	3.73887113725039
"221"	220	"SCO0244"	232507	233518	-3186351	1.55354967692934
"222"	221	"SCO0245"	233853	234873	-3185000	0.340683971650721
"223"	222	"SCO0246"	234869	236207	-3183825	1.61720583386902
"224"	223	"SCO0247"	236781	237807	-3182069	6.24973487059719
"225"	224	"SCO0248"	237663	238251	-3181406	2.75235538517803
"226"	225	"SCO0249"	238279	239794	-3180327	0.379928218940493
"227"	226	"SCO0250"	239857	240523	-3179173	1.16419656647138
"228"	227	"SCO0251"	240558	240843	-3178663	0.527789677567215
"229"	228	"SCO0252"	240875	242123	-3177864	0.442657354777672
"230"	229	"SCO0253"	242193	242766	-3176883	0.553128608319606
"231"	230	"SCO0254"	243021	243762	-3175971	0.387499068252982
"232"	231	"SCO0255"	243935	245672	-3174559	1.49468330599468
"233"	232	"SCO0256"	245985	246783	-3172979	0.294795896150951
"234"	233	"SCO0257"	246867	247869	-3171995	0.474485433247508
"235"	234	"SCO0258"	247870	248680	-3171088	0.308855893180885
"236"	235	"SCO0259"	248676	249702	-3170174	0.873108754730397
"237"	236	"SCO0260"	249754	250084	-3169444	3.09010361302872
"238"	237	"SCO0261"	250163	250691	-3168936	0.308855893180885
"239"	238	"SCO0262"	250804	251740	-3168091	0.979871923862359
"240"	239	"SCO0263"	251763	252879	-3167042	0.63918795221164
"241"	240	"SCO0264"	252945	253398	-3166191	1.51708649294705
"242"	241	"SCO0265"	253498	254290	-3165469	6.14328106245033
"243"	242	"SCO0266"	254331	255309	-3164543	1.36458992880787
"244"	243	"SCO0267"	255310	256087	-3163665	0.116033380156886
"245"	244	"SCO0268"	256280	256442	-3163002	15.7153388631769
"246"	245	"SCO0269"	256525	259687	-3161257	3.98206215079407
"247"	246	"SCO0270"	259683	261084	-3158979	0.903082790995248
"248"	247	"SCO0271"	261365	262319	-3157521	0.379928218940493
"249"	248	"SCO0272"	262329	263220	-3156589	0.0495961599097379
"250"	249	"SCO0273"	263284	264634	-3155404	0.148788479729214
"251"	250	"SCO0274"	264763	266263	-3153850	0.115106359054394
"252"	251	"SCO0275"	266355	267513	-3152429	0.849778546675542
"253"	252	"SCO0276"	267584	268838	-3151152	1.08833445470676
"254"	253	"SCO0277"	269019	269688	-3150009	2.556597128354
"255"	254	"SCO0278"	269782	270397	-3149273	0.198384639638952
"256"	255	"SCO0279"	270476	271748	-3148251	0.84128067626056
"257"	256	"SCO0280"	271767	272469	-3147245	0.461352457320067
"258"	257	"SCO0281"	272465	272834	-3146713	0.195603576331476
"259"	258	"SCO0282"	272891	273656	-3146089	0.59329987671187
"260"	259	"SCO0283"	274100	274595	-3145015	0.357525031988131
"261"	260	"SCO0284"	274762	276805	-3143579	1.39904439009263
"262"	261	"SCO0285"	276937	278827	-3141481	4.47338864437899
"263"	262	"SCO0286"	278909	279416	-3140201	1.06963935216436
"264"	263	"SCO0287"	279690	280695	-3139171	1.47583352295974
"265"	264	"SCO0288"	280691	281132	-3138451	0.603651789331836
"266"	265	"SCO0289"	281128	282157	-3137721	2.77197750882292
"267"	266	"SCO0290"	282490	283801	-3136217	0.258332712168655
"268"	267	"SCO0291"	283797	284700	-3135115	0.328478016825771
"269"	268	"SCO0292"	284701	285598	-3134213	0.245199736241213
"270"	269	"SCO0293"	285713	288104	-3132455	0.292014832843475
"271"	270	"SCO0294"	288186	288840	-3130850	0.262040796578624
"272"	271	"SCO0295"	288986	290456	-3129642	0.161921455656655
"273"	272	"SCO0296"	290583	291165	-3128489	0.551274566114622
"274"	273	"SCO0297"	291314	292592	-3127410	13.276475538545
"275"	274	"SCO0298"	292655	293519	-3126276	6.44147568202614
"276"	275	"SCO0299"	293612	294497	-3125309	0.459498415115082
"277"	276	"SCO0300"	294493	296305	-3123964	1.4084692816101
"278"	277	"SCO0301"	296470	297499	-3122379	0.296649938355935
"279"	278	"SCO0302"	297514	298108	-3121552	1.60314583683908
"280"	279	"SCO0303"	298104	298311	-3121155	0
"281"	280	"SCO0304"	298467	298836	-3120711	0.224650591493835
"282"	281	"SCO0305"	299212	302092	-3118711	7.23331487886951
"283"	282	"SCO0307"	303083	303971	-3115836	0.818877489308197
"284"	283	"SCO0308"	304025	305429	-3114636	1.97843895026712
"285"	284	"SCO0309"	305536	306625	-3113283	0.804817492278263
"286"	285	"SCO0310"	306815	307466	-3112223	0.478193517657477
"287"	286	"SCO0311"	307574	309131	-3111011	0.0804972172770815
"288"	287	"SCO0312"	309146	310316	-3109632	0.0495961599097379
"289"	288	"SCO0313"	310377	311727	-3108311	0.16377549786164
"290"	289	"SCO0314"	311723	313670	-3106667	0.215225699976361
"291"	290	"SCO0315"	313696	315055	-3104987	1.12031721366914
"292"	291	"SCO0316"	315253	316921	-3103276	0.748732184651081
"293"	292	"SCO0317"	316974	318237	-3101757	0.50445946951236
"294"	293	"SCO0318"	318328	319345	-3100527	0.0645831780421637
"295"	294	"SCO0319"	319498	320008	-3099610	8.64286586207466
"296"	295	"SCO0320"	320109	320583	-3099017	11.2811965897933
"297"	296	"SCO0321"	320698	322255	-3097887	9.06312002989997
"298"	297	"SCO0322"	322243	323938	-3096273	0.636406888904164
"299"	298	"SCO0323"	324466	325069	-3094595	91.8456021906756
"300"	299	"SCO0324"	325237	327616	-3092937	19.2014394148736
"301"	300	"SCO0325"	327898	328264	-3091282	0.05052318101223
"302"	301	"SCO0326"	328332	329301	-3090547	1.23913165713351
"303"	302	"SCO0329"	330234	331365	-3088563	0.767427287193476
"304"	303	"SCO0330"	331503	332253	-3087485	0.0964112565119995
"305"	304	"SCO0331"	332310	333210	-3086603	0.0823512594820658
"306"	305	"SCO0332"	333528	334149	-3085525	0.428597357747739
"307"	306	"SCO0333"	334222	335734	-3084385	0.314418019795837
"308"	307	"SCO0334"	335947	336292	-3083243	0.0168410603374099
"309"	308	"SCO0335"	336332	339467	-3081463	0.819804510410689
"310"	309	"SCO0336"	339520	340630	-3079288	0.161921455656655
"311"	310	"SCO0337"	340751	341318	-3078329	1.62477668318151
"312"	311	"SCO0338"	341369	341909	-3077724	0.326623974620787
"313"	312	"SCO0339"	341991	342561	-3077087	0.197457618536459
"314"	313	"SCO0340"	342577	343165	-3076492	0.325696953518295
"315"	314	"SCO0341"	343233	345663	-3074915	0.0823512594820658
"316"	315	"SCO0342"	345816	347706	-3072602	0.647685822626622
"317"	316	"SCO0343"	347813	348083	-3071415	0.0982652987169838
"318"	317	"SCO0344"	348136	349381	-3070605	0.870327691422919
"319"	318	"SCO0345"	349418	350201	-3069553	1.27374079891082
"320"	319	"SCO0346"	350473	351352	-3068451	0.161921455656655
"321"	320	"SCO0347"	351528	352779	-3067209	0.247053778446197
"322"	321	"SCO0348"	352775	353795	-3066078	0.228358675903803
"323"	322	"SCO0349"	353800	354805	-3065061	0.247053778446197
"324"	323	"SCO0350"	354801	355686	-3064119	0.229285697006296
"325"	324	"SCO0351"	355682	357158	-3062943	0.250761862856165
"326"	325	"SCO0352"	357208	358477	-3061521	0.375293113428033
"327"	326	"SCO0353"	358480	359392	-3060427	0.115106359054394
"328"	327	"SCO0354"	359388	360231	-3059553	0.197457618536459
"329"	328	"SCO0355"	360304	360646	-3058888	0.0991923198194758
"330"	329	"SCO0356"	360673	361465	-3058294	0.18061655819905
"331"	330	"SCO0357"	361758	362478	-3057245	3.11544254378112
"332"	331	"SCO0358"	362634	363777	-3056157	1.06222318334442
"333"	332	"SCO0359"	363773	364496	-3055229	0.823512594820659
"334"	333	"SCO0360"	364558	365551	-3054309	2.18238571652102
"335"	334	"SCO0361"	365622	366795	-3053155	0.508167553922328
"336"	335	"SCO0362"	366934	368146	-3051823	0.291087811740983
"337"	336	"SCO0363"	368142	369252	-3050666	0.147861458626722
"338"	337	"SCO0364"	369248	370055	-3049711	0.293868875048459
"339"	338	"SCO0365"	370065	370812	-3048925	0.0795701961745895
"340"	339	"SCO0366"	370808	371876	-3048021	0.178762515994066
"341"	340	"SCO0367"	371920	372478	-3047164	0.264821859886099
"342"	341	"SCO0368"	373044	374001	-3045841	1.85205365749027
"343"	342	"SCO0369"	373997	377255	-3043737	0.537214569084688
"344"	343	"SCO0370"	377285	380690	-3040375	0.278881856916033
"345"	344	"SCO0371"	380750	383360	-3037308	0.182470600404034
"346"	345	"SCO0372"	383577	386592	-3034279	0.340683971650721
"347"	346	"SCO0373"	386760	387360	-3032303	0.700990066946328
"348"	347	"SCO0374"	387749	389519	-3030729	4.20377699848788
"349"	348	"SCO0375"	389530	391123	-3029037	1.56946371616427
"350"	349	"SCO0376"	391231	391834	-3027831	1.64424412633384
"351"	350	"SCO0377"	391949	392483	-3027147	1.41696715202508
"352"	351	"SCO0378"	392483	393218	-3026513	3.38891695457475
"353"	352	"SCO0379"	393497	394961	-3025134	48.1115244646422
"354"	353	"SCO0380"	395064	395460	-3024101	1.24747484705594
"355"	354	"SCO0381"	395938	397414	-3022687	71.3166621859164
"356"	355	"SCO0382"	397484	398810	-3021216	46.9547451288436
"357"	356	"SCO0383"	398880	400104	-3019871	35.2143594849203
"358"	357	"SCO0384"	400178	401468	-3018540	32.2704179688058
"359"	358	"SCO0385"	401464	403030	-3017116	30.9727293017227
"360"	359	"SCO0386"	403033	404968	-3015363	26.0097135254712
"361"	360	"SCO0387"	405069	407250	-3013203	35.5782200459861
"362"	361	"SCO0388"	407252	409214	-3011130	25.6932867829779
"363"	362	"SCO0389"	409236	410772	-3009359	15.8054177761697
"364"	363	"SCO0390"	410773	412006	-3007973	6.2722927380421
"365"	364	"SCO0391"	412008	413250	-3006734	16.8866454230416
"366"	365	"SCO0392"	413246	414497	-3005491	31.2176196769788
"367"	366	"SCO0393"	414493	415303	-3004465	13.3804587062223
"368"	367	"SCO0394"	415299	415947	-3003740	9.85125114233337
"369"	368	"SCO0395"	415950	416976	-3002900	18.7402437617517
"370"	369	"SCO0396"	416972	418247	-3001753	20.7617897242111
"371"	370	"SCO0397"	418252	419542	-3000466	12.2315585188685
"372"	371	"SCO0398"	419538	420486	-2999351	6.07298107730066
"373"	372	"SCO0399"	420491	421715	-2998260	14.5684495222262
"374"	373	"SCO0400"	421711	422263	-2997376	6.46619695266114
"375"	374	"SCO0401"	422270	423596	-2996430	15.3094561770723
"376"	375	"SCO0402"	423653	424406	-2995333	17.6644246228551
"377"	376	"SCO0403"	424608	425226	-2994446	0.847924504470557
"378"	377	"SCO0404"	425242	425983	-2993751	1.63033880979646
"379"	378	"SCO0405"	426014	426833	-2992939	5.64222031636282
"380"	379	"SCO0406"	426892	427606	-2992114	0.179689537096557
"381"	380	"SCO0407"	427609	428614	-2991251	1.06407722554941
"382"	381	"SCO0408"	428614	429403	-2990355	2.04487617051427
"383"	382	"SCO0409"	429491	429956	-2989639	45.8027566409028
"384"	383	"SCO0410"	430070	431321	-2988667	2.92632811516709
"385"	384	"SCO0411"	431326	431551	-2987925	2.10760530635145
"386"	385	"SCO0412"	431550	431934	-2987621	3.30455697239515
"387"	386	"SCO0413"	431961	432564	-2987101	5.38883207069173
"388"	387	"SCO0414"	432616	433513	-2986299	3.02474809437662
"389"	388	"SCO0415"	433614	433977	-2985567	0.833864507440623
"390"	389	"SCO0416"	433983	434589	-2985077	0.330332059030755
"391"	390	"SCO0417"	434650	435397	-2984339	0.114179337951901
"392"	391	"SCO0418"	435455	436103	-2983584	0.0327550995723278
"393"	392	"SCO0419"	436234	437224	-2982634	1.42160225753754
"394"	393	"SCO0420"	437252	438287	-2981593	2.44164544979217
"395"	394	"SCO0421"	438328	438988	-2980705	0.438022249265212
"396"	395	"SCO0422"	438996	440190	-2979770	0.425816294440262
"397"	396	"SCO0423"	440281	442579	-2977933	0.537214569084688
"398"	397	"SCO0424"	442699	443191	-2976418	0.14693443752423
"399"	398	"SCO0425"	443292	444243	-2975595	0.540922653494657
"400"	399	"SCO0426"	444440	444671	-2974807	0.131020398289312
"401"	400	"SCO0427"	444751	445588	-2974193	0.701917088048819
"402"	401	"SCO0428"	445610	446144	-2973486	0.277954835813542
"403"	402	"SCO0429"	446213	447161	-2972676	0.507240532819836
"404"	403	"SCO0430"	447184	447868	-2971837	0.955460014212462
"405"	404	"SCO0431"	447889	449218	-2970809	1.09018849691174
"406"	405	"SCO0432"	449514	453252	-2967980	0.607359873741804
"407"	406	"SCO0433"	453369	454374	-2965491	0.683221985506425
"408"	407	"SCO0434"	454545	456195	-2963993	0.379928218940493
"409"	408	"SCO0435"	456191	457397	-2962569	0.442657354777672
"410"	409	"SCO0436"	457483	457654	-2961795	3.81117878324477
"411"	410	"SCO0437"	457669	458695	-2961181	7.03832790080257
"412"	411	"SCO0438"	458694	459345	-2960343	0.568887967061972
"413"	412	"SCO0439"	459392	460367	-2959483	0.700990066946328
"414"	413	"SCO0440"	460363	461083	-2958640	0.0991923198194758
"415"	414	"SCO0441"	461349	462102	-2957637	0.393988215970426
"416"	415	"SCO0442"	462098	462857	-2956885	0.343465034958196
"417"	416	"SCO0443"	462853	463711	-2956081	0.358452053090623
"418"	417	"SCO0444"	463697	464099	-2955465	0.690638154326362
"419"	418	"SCO0445"	464206	465502	-2954509	0.754294311266034
"420"	419	"SCO0446"	465495	465861	-2953685	0.0645831780421637
"421"	420	"SCO0447"	465989	466436	-2953151	0.50445946951236
"422"	421	"SCO0449"	468152	469232	-2950671	0.260186754373639
